Location,Age,Sex,2017,2018,2019,avg_population
Sofia (stolitsa),(50-54),Female,38292.0,39378.0,41297.0,39655.67
Sofia (stolitsa),(50-54),Male,36958.0,38291.0,40252.0,38500.33
Sofia (stolitsa),(50-54),Total,75250.0,77669.0,81549.0,78156.0
Sofia (stolitsa),(55-59),Female,40116.0,39305.0,38471.0,39297.33
Sofia (stolitsa),(55-59),Male,34800.0,34627.0,34491.0,34639.33
Sofia (stolitsa),(55-59),Total,74916.0,73932.0,72962.0,73936.67
Sofia (stolitsa),(60-64),Female,43475.0,42373.0,41066.0,42304.67
Sofia (stolitsa),(60-64),Male,33795.0,33201.0,32528.0,33174.67
Sofia (stolitsa),(60-64),Total,77270.0,75574.0,73594.0,75479.33
Sofia (stolitsa),(65-69),Female,44726.0,44438.0,43709.0,44291.0
Sofia (stolitsa),(65-69),Male,31562.0,31503.0,30884.0,31316.33
Sofia (stolitsa),(65-69),Total,76288.0,75941.0,74593.0,75607.33
Sofia (stolitsa),(70-74),Female,35117.0,36747.0,38938.0,36934.0
Sofia (stolitsa),(70-74),Male,23637.0,24407.0,25603.0,24549.0
Sofia (stolitsa),(70-74),Total,58754.0,61154.0,64541.0,61483.0
Sofia (stolitsa),(75-79),Female,24293.0,25102.0,25784.0,25059.67
Sofia (stolitsa),(75-79),Male,14914.0,15498.0,16073.0,15495.0
Sofia (stolitsa),(75-79),Total,39207.0,40600.0,41857.0,40554.67
Sofia (stolitsa),(80-84),Female,19621.0,19256.0,18757.0,19211.33
Sofia (stolitsa),(80-84),Male,10309.0,10166.0,10085.0,10186.67
Sofia (stolitsa),(80-84),Total,29930.0,29422.0,28842.0,29398.0
Sofia (stolitsa),(85-89),Female,11557.0,11741.0,12066.0,11788.0
Sofia (stolitsa),(85-89),Male,5652.0,5605.0,5668.0,5641.67
Sofia (stolitsa),(85-89),Total,17209.0,17346.0,17734.0,17429.67
Sofia (stolitsa),(90+),Female,4942.0,5139.0,5206.0,5095.67
Sofia (stolitsa),(90+),Male,2275.0,2337.0,2415.0,2342.33
Sofia (stolitsa),(90+),Total,7217.0,7476.0,7621.0,7438.0
Stara Zagora,(0-4),Female,7455.0,7426.0,7286.0,7389.0
Stara Zagora,(0-4),Male,8086.0,7950.0,7740.0,7925.33
Stara Zagora,(0-4),Total,15541.0,15376.0,15026.0,15314.33
Stara Zagora,(10-14),Female,7324.0,7502.0,7676.0,7500.67
Stara Zagora,(10-14),Male,7992.0,8109.0,8213.0,8104.67
Stara Zagora,(10-14),Total,15316.0,15611.0,15889.0,15605.33
Stara Zagora,(15-19),Female,7175.0,7272.0,7082.0,7176.33
Stara Zagora,(15-19),Male,7636.0,7703.0,7657.0,7665.33
Stara Zagora,(15-19),Total,14811.0,14975.0,14739.0,14841.67
Stara Zagora,(20-24),Female,6821.0,6409.0,6430.0,6553.33
Stara Zagora,(20-24),Male,6816.0,6457.0,6413.0,6562.0
Stara Zagora,(20-24),Total,13637.0,12866.0,12843.0,13115.33
Stara Zagora,(25-29),Female,8796.0,8506.0,7984.0,8428.67
Stara Zagora,(25-29),Male,8984.0,8527.0,7961.0,8490.67
Stara Zagora,(25-29),Total,17780.0,17033.0,15945.0,16919.33
Stara Zagora,(30-34),Female,9720.0,9585.0,9620.0,9641.67
Stara Zagora,(30-34),Male,10604.0,10268.0,10013.0,10295.0
Stara Zagora,(30-34),Total,20324.0,19853.0,19633.0,19936.67
Stara Zagora,(35-39),Female,10342.0,10063.0,9814.0,10073.0
Stara Zagora,(35-39),Male,11648.0,11444.0,11080.0,11390.67
Stara Zagora,(35-39),Total,21990.0,21507.0,20894.0,21463.67
Stara Zagora,(40-44),Female,11737.0,11667.0,11292.0,11565.33
Stara Zagora,(40-44),Male,12808.0,12696.0,12480.0,12661.33
Stara Zagora,(40-44),Total,24545.0,24363.0,23772.0,24226.67
Stara Zagora,(45-49),Female,11140.0,11137.0,11221.0,11166.0
Stara Zagora,(45-49),Male,11881.0,11956.0,12145.0,11994.0
Stara Zagora,(45-49),Total,23021.0,23093.0,23366.0,23160.0
Stara Zagora,(5-9),Female,7991.0,7873.0,7790.0,7884.67
Stara Zagora,(5-9),Male,8383.0,8438.0,8299.0,8373.33
Stara Zagora,(5-9),Total,16374.0,16311.0,16089.0,16258.0
Stara Zagora,(50-54),Female,10343.0,10366.0,10481.0,10396.67
Stara Zagora,(50-54),Male,10635.0,10750.0,10921.0,10768.67
Stara Zagora,(50-54),Total,20978.0,21116.0,21402.0,21165.33
Stara Zagora,(55-59),Female,11184.0,11012.0,10908.0,11034.67
Stara Zagora,(55-59),Male,10763.0,10717.0,10551.0,10677.0
Stara Zagora,(55-59),Total,21947.0,21729.0,21459.0,21711.67
Stara Zagora,(60-64),Female,12056.0,11764.0,11428.0,11749.33
Stara Zagora,(60-64),Male,10536.0,10270.0,10081.0,10295.67
Stara Zagora,(60-64),Total,22592.0,22034.0,21509.0,22045.0
Stara Zagora,(65-69),Female,12635.0,12373.0,12081.0,12363.0
Stara Zagora,(65-69),Male,9716.0,9591.0,9370.0,9559.0
Stara Zagora,(65-69),Total,22351.0,21964.0,21451.0,21922.0
Stara Zagora,(70-74),Female,10748.0,11031.0,11481.0,11086.67
Stara Zagora,(70-74),Male,7264.0,7568.0,7989.0,7607.0
Stara Zagora,(70-74),Total,18012.0,18599.0,19470.0,18693.67
Stara Zagora,(75-79),Female,8135.0,8267.0,8381.0,8261.0
Stara Zagora,(75-79),Male,5126.0,5042.0,4991.0,5053.0
Stara Zagora,(75-79),Total,13261.0,13309.0,13372.0,13314.0
Stara Zagora,(80-84),Female,6496.0,6342.0,6127.0,6321.67
Stara Zagora,(80-84),Male,3687.0,3567.0,3406.0,3553.33
Stara Zagora,(80-84),Total,10183.0,9909.0,9533.0,9875.0
Stara Zagora,(85-89),Female,3236.0,3426.0,3601.0,3421.0
Stara Zagora,(85-89),Male,1687.0,1729.0,1781.0,1732.33
Stara Zagora,(85-89),Total,4923.0,5155.0,5382.0,5153.33
Stara Zagora,(90+),Female,1027.0,1071.0,1102.0,1066.67
Stara Zagora,(90+),Male,454.0,482.0,520.0,485.33
Stara Zagora,(90+),Total,1481.0,1553.0,1622.0,1552.0
Targovishte,(0-4),Female,2583.0,2541.0,2464.0,2529.33
Targovishte,(0-4),Male,2576.0,2580.0,2542.0,2566.0
Targovishte,(0-4),Total,5159.0,5121.0,5006.0,5095.33
Targovishte,(10-14),Female,2801.0,2796.0,2783.0,2793.33
Targovishte,(10-14),Male,2908.0,2929.0,2859.0,2898.67
Targovishte,(10-14),Total,5709.0,5725.0,5642.0,5692.0
Targovishte,(15-19),Female,2678.0,2704.0,2669.0,2683.67
Targovishte,(15-19),Male,2772.0,2793.0,2827.0,2797.33
Targovishte,(15-19),Total,5450.0,5497.0,5496.0,5481.0
Targovishte,(20-24),Female,2486.0,2326.0,2297.0,2369.67
Targovishte,(20-24),Male,2646.0,2428.0,2300.0,2458.0
Targovishte,(20-24),Total,5132.0,4754.0,4597.0,4827.67
Targovishte,(25-29),Female,3014.0,2967.0,2884.0,2955.0
Targovishte,(25-29),Male,3229.0,3176.0,3023.0,3142.67
Targovishte,(25-29),Total,6243.0,6143.0,5907.0,6097.67
Targovishte,(30-34),Female,3187.0,3115.0,3103.0,3135.0
Targovishte,(30-34),Male,3466.0,3362.0,3372.0,3400.0
Targovishte,(30-34),Total,6653.0,6477.0,6475.0,6535.0
Targovishte,(35-39),Female,3517.0,3459.0,3404.0,3460.0
Targovishte,(35-39),Male,3908.0,3826.0,3655.0,3796.33
Targovishte,(35-39),Total,7425.0,7285.0,7059.0,7256.33
Targovishte,(40-44),Female,4029.0,3983.0,3851.0,3954.33
Targovishte,(40-44),Male,4194.0,4159.0,4128.0,4160.33
Targovishte,(40-44),Total,8223.0,8142.0,7979.0,8114.67
Targovishte,(45-49),Female,4023.0,3955.0,4013.0,3997.0
Targovishte,(45-49),Male,4481.0,4420.0,4372.0,4424.33
Targovishte,(45-49),Total,8504.0,8375.0,8385.0,8421.33
Targovishte,(5-9),Female,2785.0,2753.0,2737.0,2758.33
Targovishte,(5-9),Male,3017.0,2950.0,2917.0,2961.33
Targovishte,(5-9),Total,5802.0,5703.0,5654.0,5719.67
Targovishte,(50-54),Female,3858.0,3937.0,3958.0,3917.67
Targovishte,(50-54),Male,4074.0,4172.0,4254.0,4166.67
Targovishte,(50-54),Total,7932.0,8109.0,8212.0,8084.33
Targovishte,(55-59),Female,4213.0,4162.0,4162.0,4179.0
Targovishte,(55-59),Male,4196.0,4131.0,4154.0,4160.33
Targovishte,(55-59),Total,8409.0,8293.0,8316.0,8339.33
Targovishte,(60-64),Female,4157.0,4121.0,4035.0,4104.33
Targovishte,(60-64),Male,3901.0,3958.0,3883.0,3914.0
Targovishte,(60-64),Total,8058.0,8079.0,7918.0,8018.33
Targovishte,(65-69),Female,4368.0,4292.0,4262.0,4307.33
Targovishte,(65-69),Male,3390.0,3389.0,3515.0,3431.33
Targovishte,(65-69),Total,7758.0,7681.0,7777.0,7738.67
Targovishte,(70-74),Female,3846.0,3923.0,4032.0,3933.67
Targovishte,(70-74),Male,2630.0,2701.0,2819.0,2716.67
Targovishte,(70-74),Total,6476.0,6624.0,6851.0,6650.33
Targovishte,(75-79),Female,2825.0,2910.0,2943.0,2892.67
Targovishte,(75-79),Male,1809.0,1819.0,1863.0,1830.33
Targovishte,(75-79),Total,4634.0,4729.0,4806.0,4723.0
Targovishte,(80-84),Female,1954.0,1887.0,1874.0,1905.0
Targovishte,(80-84),Male,1125.0,1083.0,1020.0,1076.0
Targovishte,(80-84),Total,3079.0,2970.0,2894.0,2981.0
Targovishte,(85-89),Female,862.0,922.0,948.0,910.67
Targovishte,(85-89),Male,477.0,507.0,542.0,508.67
Targovishte,(85-89),Total,1339.0,1429.0,1490.0,1419.33
Targovishte,(90+),Female,346.0,332.0,331.0,336.33
Targovishte,(90+),Male,143.0,129.0,119.0,130.33
Targovishte,(90+),Total,489.0,461.0,450.0,466.67
Haskovo,(0-4),Female,5255.0,5116.0,4958.0,5109.67
Haskovo,(0-4),Male,5509.0,5312.0,5178.0,5333.0
Haskovo,(0-4),Total,10764.0,10428.0,10136.0,10442.67
Haskovo,(10-14),Female,5433.0,5431.0,5500.0,5454.67
Haskovo,(10-14),Male,5717.0,5767.0,5755.0,5746.33
Haskovo,(10-14),Total,11150.0,11198.0,11255.0,11201.0
Haskovo,(15-19),Female,5088.0,5123.0,4941.0,5050.67
Haskovo,(15-19),Male,5302.0,5363.0,5290.0,5318.33
Haskovo,(15-19),Total,10390.0,10486.0,10231.0,10369.0
Haskovo,(20-24),Female,4658.0,4349.0,4151.0,4386.0
Haskovo,(20-24),Male,5164.0,4783.0,4583.0,4843.33
Haskovo,(20-24),Total,9822.0,9132.0,8734.0,9229.33
Haskovo,(25-29),Female,5649.0,5296.0,5106.0,5350.33
Haskovo,(25-29),Male,6374.0,6019.0,5797.0,6063.33
Haskovo,(25-29),Total,12023.0,11315.0,10903.0,11413.67
Haskovo,(30-34),Female,6785.0,6683.0,6390.0,6619.33
Haskovo,(30-34),Male,7649.0,7405.0,7028.0,7360.67
Haskovo,(30-34),Total,14434.0,14088.0,13418.0,13980.0
Haskovo,(35-39),Female,7604.0,7333.0,7092.0,7343.0
Haskovo,(35-39),Male,8430.0,8243.0,8030.0,8234.33
Haskovo,(35-39),Total,16034.0,15576.0,15122.0,15577.33
Haskovo,(40-44),Female,8304.0,8175.0,8055.0,8178.0
Haskovo,(40-44),Male,9101.0,8928.0,8706.0,8911.67
Haskovo,(40-44),Total,17405.0,17103.0,16761.0,17089.67
Haskovo,(45-49),Female,7961.0,7949.0,7949.0,7953.0
Haskovo,(45-49),Male,8524.0,8567.0,8690.0,8593.67
Haskovo,(45-49),Total,16485.0,16516.0,16639.0,16546.67
Haskovo,(5-9),Female,5749.0,5704.0,5576.0,5676.33
Haskovo,(5-9),Male,5887.0,5837.0,5764.0,5829.33
Haskovo,(5-9),Total,11636.0,11541.0,11340.0,11505.67
Haskovo,(50-54),Female,7882.0,7775.0,7774.0,7810.33
Haskovo,(50-54),Male,7875.0,7906.0,7802.0,7861.0
Haskovo,(50-54),Total,15757.0,15681.0,15576.0,15671.33
Haskovo,(55-59),Female,8450.0,8251.0,8247.0,8316.0
Haskovo,(55-59),Male,8309.0,8067.0,8037.0,8137.67
Haskovo,(55-59),Total,16759.0,16318.0,16284.0,16453.67
Haskovo,(60-64),Female,9064.0,8989.0,8829.0,8960.67
Haskovo,(60-64),Male,8318.0,8197.0,8228.0,8247.67
Haskovo,(60-64),Total,17382.0,17186.0,17057.0,17208.33
Haskovo,(65-69),Female,8885.0,8897.0,8812.0,8864.67
Haskovo,(65-69),Male,7267.0,7332.0,7251.0,7283.33
Haskovo,(65-69),Total,16152.0,16229.0,16063.0,16148.0
Haskovo,(70-74),Female,7316.0,7512.0,7850.0,7559.33
Haskovo,(70-74),Male,5230.0,5486.0,5733.0,5483.0
Haskovo,(70-74),Total,12546.0,12998.0,13583.0,13042.33
Haskovo,(75-79),Female,5751.0,5827.0,5893.0,5823.67
Haskovo,(75-79),Male,3724.0,3678.0,3731.0,3711.0
Haskovo,(75-79),Total,9475.0,9505.0,9624.0,9534.67
Haskovo,(80-84),Female,4958.0,4772.0,4424.0,4718.0
Haskovo,(80-84),Male,2829.0,2613.0,2438.0,2626.67
Haskovo,(80-84),Total,7787.0,7385.0,6862.0,7344.67
Haskovo,(85-89),Female,2623.0,2671.0,2802.0,2698.67
Haskovo,(85-89),Male,1403.0,1440.0,1484.0,1442.33
Haskovo,(85-89),Total,4026.0,4111.0,4286.0,4141.0
Haskovo,(90+),Female,861.0,911.0,997.0,923.0
Haskovo,(90+),Male,388.0,434.0,446.0,422.67
Haskovo,(90+),Total,1249.0,1345.0,1443.0,1345.67
Shumen,(0-4),Female,3717.0,3570.0,3552.0,3613.0
Shumen,(0-4),Male,3881.0,3865.0,3831.0,3859.0
Shumen,(0-4),Total,7598.0,7435.0,7383.0,7472.0
Shumen,(10-14),Female,3979.0,3957.0,4047.0,3994.33
Shumen,(10-14),Male,4386.0,4328.0,4351.0,4355.0
Shumen,(10-14),Total,8365.0,8285.0,8398.0,8349.33
Shumen,(15-19),Female,3931.0,4045.0,3978.0,3984.67
Shumen,(15-19),Male,4169.0,4292.0,4248.0,4236.33
Shumen,(15-19),Total,8100.0,8337.0,8226.0,8221.0
Shumen,(20-24),Female,3950.0,3624.0,3533.0,3702.33
Shumen,(20-24),Male,4252.0,3840.0,3748.0,3946.67
Shumen,(20-24),Total,8202.0,7464.0,7281.0,7649.0
Shumen,(25-29),Female,5195.0,5008.0,4670.0,4957.67
Shumen,(25-29),Male,5521.0,5359.0,4978.0,5286.0
Shumen,(25-29),Total,10716.0,10367.0,9648.0,10243.67
Shumen,(30-34),Female,5380.0,5419.0,5577.0,5458.67
Shumen,(30-34),Male,5655.0,5597.0,5581.0,5611.0
Shumen,(30-34),Total,11035.0,11016.0,11158.0,11069.67
Shumen,(35-39),Female,5609.0,5585.0,5440.0,5544.67
Shumen,(35-39),Male,5926.0,5828.0,5697.0,5817.0
Shumen,(35-39),Total,11535.0,11413.0,11137.0,11361.67
Shumen,(40-44),Female,6456.0,6336.0,6244.0,6345.33
Shumen,(40-44),Male,6784.0,6724.0,6602.0,6703.33
Shumen,(40-44),Total,13240.0,13060.0,12846.0,13048.67
Shumen,(45-49),Female,6261.0,6308.0,6407.0,6325.33
Shumen,(45-49),Male,7076.0,6976.0,6939.0,6997.0
Shumen,(45-49),Total,13337.0,13284.0,13346.0,13322.33
Shumen,(5-9),Female,4091.0,4106.0,3983.0,4060.0
Shumen,(5-9),Male,4311.0,4256.0,4165.0,4244.0
Shumen,(5-9),Total,8402.0,8362.0,8148.0,8304.0
Shumen,(50-54),Female,5693.0,5829.0,6023.0,5848.33
Shumen,(50-54),Male,5976.0,6127.0,6415.0,6172.67
Shumen,(50-54),Total,11669.0,11956.0,12438.0,12021.0
Shumen,(55-59),Female,6224.0,6159.0,6043.0,6142.0
Shumen,(55-59),Male,6200.0,6166.0,6233.0,6199.67
Shumen,(55-59),Total,12424.0,12325.0,12276.0,12341.67
Shumen,(60-64),Female,6399.0,6366.0,6496.0,6420.33
Shumen,(60-64),Male,5712.0,5802.0,5864.0,5792.67
Shumen,(60-64),Total,12111.0,12168.0,12360.0,12213.0
Shumen,(65-69),Female,7049.0,6957.0,6869.0,6958.33
Shumen,(65-69),Male,5680.0,5673.0,5562.0,5638.33
Shumen,(65-69),Total,12729.0,12630.0,12431.0,12596.67
Shumen,(70-74),Female,5609.0,5991.0,6311.0,5970.33
Shumen,(70-74),Male,3924.0,4205.0,4469.0,4199.33
Shumen,(70-74),Total,9533.0,10196.0,10780.0,10169.67
Shumen,(75-79),Female,4075.0,4128.0,4273.0,4158.67
Shumen,(75-79),Male,2465.0,2517.0,2694.0,2558.67
Shumen,(75-79),Total,6540.0,6645.0,6967.0,6717.33
Shumen,(80-84),Female,2937.0,2924.0,2851.0,2904.0
Shumen,(80-84),Male,1691.0,1579.0,1474.0,1581.33
Shumen,(80-84),Total,4628.0,4503.0,4325.0,4485.33
Shumen,(85-89),Female,1396.0,1411.0,1505.0,1437.33
Shumen,(85-89),Male,729.0,807.0,854.0,796.67
Shumen,(85-89),Total,2125.0,2218.0,2359.0,2234.0
Shumen,(90+),Female,476.0,487.0,538.0,500.33
Shumen,(90+),Male,201.0,204.0,217.0,207.33
Shumen,(90+),Total,677.0,691.0,755.0,707.67
Yambol,(0-4),Female,2893.0,2843.0,2781.0,2839.0
Yambol,(0-4),Male,2949.0,2916.0,2867.0,2910.67
Yambol,(0-4),Total,5842.0,5759.0,5648.0,5749.67
Yambol,(10-14),Female,2921.0,3005.0,3022.0,2982.67
Yambol,(10-14),Male,3081.0,3103.0,3096.0,3093.33
Yambol,(10-14),Total,6002.0,6108.0,6118.0,6076.0
Yambol,(15-19),Female,2714.0,2706.0,2650.0,2690.0
Yambol,(15-19),Male,2889.0,2970.0,2871.0,2910.0
Yambol,(15-19),Total,5603.0,5676.0,5521.0,5600.0
Yambol,(20-24),Female,2212.0,2066.0,2067.0,2115.0
Yambol,(20-24),Male,2515.0,2338.0,2346.0,2399.67
Yambol,(20-24),Total,4727.0,4404.0,4413.0,4514.67
Yambol,(25-29),Female,2959.0,2753.0,2564.0,2758.67
Yambol,(25-29),Male,3227.0,3054.0,2952.0,3077.67
Yambol,(25-29),Total,6186.0,5807.0,5516.0,5836.33
Yambol,(30-34),Female,3282.0,3245.0,3187.0,3238.0
Yambol,(30-34),Male,3785.0,3687.0,3508.0,3660.0
Yambol,(30-34),Total,7067.0,6932.0,6695.0,6898.0
Yambol,(35-39),Female,3464.0,3389.0,3279.0,3377.33
Yambol,(35-39),Male,4002.0,3967.0,3853.0,3940.67
Yambol,(35-39),Total,7466.0,7356.0,7132.0,7318.0
Yambol,(40-44),Female,4085.0,3998.0,3885.0,3989.33
Yambol,(40-44),Male,4351.0,4221.0,4200.0,4257.33
Yambol,(40-44),Total,8436.0,8219.0,8085.0,8246.67
Yambol,(45-49),Female,3980.0,3961.0,3926.0,3955.67
Yambol,(45-49),Male,4131.0,4164.0,4159.0,4151.33
Yambol,(45-49),Total,8111.0,8125.0,8085.0,8107.0
Yambol,(5-9),Female,2963.0,2953.0,2930.0,2948.67
Yambol,(5-9),Male,3097.0,3073.0,3069.0,3079.67
Yambol,(5-9),Total,6060.0,6026.0,5999.0,6028.33
Yambol,(50-54),Female,4034.0,3945.0,3957.0,3978.67
Yambol,(50-54),Male,4106.0,4025.0,4043.0,4058.0
Yambol,(50-54),Total,8140.0,7970.0,8000.0,8036.67
Yambol,(55-59),Female,4496.0,4472.0,4454.0,4474.0
Yambol,(55-59),Male,4525.0,4467.0,4346.0,4446.0
Yambol,(55-59),Total,9021.0,8939.0,8800.0,8920.0
Yambol,(60-64),Female,4757.0,4578.0,4477.0,4604.0
Yambol,(60-64),Male,4529.0,4357.0,4213.0,4366.33
Yambol,(60-64),Total,9286.0,8935.0,8690.0,8970.33
Yambol,(65-69),Female,5061.0,4930.0,4762.0,4917.67
Yambol,(65-69),Male,4269.0,4223.0,4153.0,4215.0
Yambol,(65-69),Total,9330.0,9153.0,8915.0,9132.67
Yambol,(70-74),Female,3984.0,4275.0,4451.0,4236.67
Yambol,(70-74),Male,2835.0,3073.0,3251.0,3053.0
Yambol,(70-74),Total,6819.0,7348.0,7702.0,7289.67
Yambol,(75-79),Female,3299.0,3265.0,3186.0,3250.0
Yambol,(75-79),Male,2140.0,2075.0,2061.0,2092.0
Yambol,(75-79),Total,5439.0,5340.0,5247.0,5342.0
Yambol,(80-84),Female,2715.0,2587.0,2510.0,2604.0
Yambol,(80-84),Male,1652.0,1545.0,1411.0,1536.0
Yambol,(80-84),Total,4367.0,4132.0,3921.0,4140.0
Yambol,(85-89),Female,1263.0,1311.0,1398.0,1324.0
Yambol,(85-89),Male,691.0,722.0,780.0,731.0
Yambol,(85-89),Total,1954.0,2033.0,2178.0,2055.0
Yambol,(90+),Female,412.0,415.0,441.0,422.67
Yambol,(90+),Male,202.0,220.0,229.0,217.0
Yambol,(90+),Total,614.0,635.0,670.0,639.67
