Sex,Age,Location,2017,2018,2019,avg_mortality
Female,(70-74),Ruse,214.0,205.0,189.0,202.67
Female,(70-74),Shumen,156.0,170.0,155.0,160.33
Female,(70-74),Silistra,125.0,114.0,109.0,116.0
Female,(70-74),Sliven,122.0,134.0,163.0,139.67
Female,(70-74),Smolyan,88.0,74.0,88.0,83.33
Female,(70-74),Sofia,198.0,224.0,226.0,216.0
Female,(70-74),Sofia (stolitsa),808.0,838.0,855.0,833.67
Female,(70-74),Stara Zagora,249.0,249.0,253.0,250.33
Female,(70-74),Targovishte,101.0,98.0,116.0,105.0
Female,(70-74),Varna,289.0,322.0,276.0,295.67
Female,(70-74),Veliko Tarnovo,222.0,216.0,232.0,223.33
Female,(70-74),Vidin,120.0,106.0,109.0,111.67
Female,(70-74),Vratsa,180.0,191.0,165.0,178.67
Female,(70-74),Yambol,99.0,99.0,113.0,103.67
Female,(75-79),Blagoevgrad,302.0,302.0,284.0,296.0
Female,(75-79),Burgas,376.0,373.0,381.0,376.67
Female,(75-79),Dobrich,222.0,192.0,238.0,217.33
Female,(75-79),Gabrovo,168.0,159.0,155.0,160.67
Female,(75-79),Haskovo,241.0,214.0,236.0,230.33
Female,(75-79),Kardzhali,168.0,149.0,141.0,152.67
Female,(75-79),Kyustendil,179.0,174.0,152.0,168.33
Female,(75-79),Lovech,198.0,160.0,188.0,182.0
Female,(75-79),Montana,222.0,204.0,213.0,213.0
Female,(75-79),Pazardzhik,299.0,243.0,292.0,278.0
Female,(75-79),Pernik,177.0,172.0,158.0,169.0
Female,(75-79),Pleven,347.0,323.0,339.0,336.33
Female,(75-79),Plovdiv,681.0,682.0,623.0,662.0
Female,(75-79),Razgrad,162.0,158.0,171.0,163.67
Female,(75-79),Ruse,248.0,256.0,282.0,262.0
Female,(75-79),Shumen,198.0,214.0,183.0,198.33
Female,(75-79),Silistra,131.0,164.0,156.0,150.33
Female,(75-79),Sliven,186.0,198.0,176.0,186.67
Female,(75-79),Smolyan,120.0,121.0,107.0,116.0
Female,(75-79),Sofia,268.0,296.0,263.0,275.67
Female,(75-79),Sofia (stolitsa),936.0,929.0,994.0,953.0
Female,(75-79),Stara Zagora,375.0,353.0,325.0,351.0
Female,(75-79),Targovishte,153.0,149.0,160.0,154.0
Female,(75-79),Varna,416.0,395.0,376.0,395.67
Female,(75-79),Veliko Tarnovo,272.0,322.0,286.0,293.33
Female,(75-79),Vidin,120.0,147.0,136.0,134.33
Female,(75-79),Vratsa,223.0,196.0,225.0,214.67
Female,(75-79),Yambol,135.0,142.0,144.0,140.33
Female,(80-84),Blagoevgrad,439.0,405.0,415.0,419.67
Female,(80-84),Burgas,563.0,530.0,509.0,534.0
Female,(80-84),Dobrich,287.0,260.0,275.0,274.0
Female,(80-84),Gabrovo,280.0,220.0,219.0,239.67
Female,(80-84),Haskovo,427.0,393.0,402.0,407.33
Female,(80-84),Kardzhali,203.0,192.0,225.0,206.67
Female,(80-84),Kyustendil,265.0,236.0,226.0,242.33
Female,(80-84),Lovech,291.0,251.0,264.0,268.67
Female,(80-84),Montana,316.0,328.0,279.0,307.67
Female,(80-84),Pazardzhik,470.0,394.0,372.0,412.0
Female,(80-84),Pernik,236.0,238.0,236.0,236.67
Female,(80-84),Pleven,494.0,442.0,471.0,469.0
Female,(80-84),Plovdiv,1031.0,1009.0,961.0,1000.33
Female,(80-84),Razgrad,180.0,187.0,176.0,181.0
Female,(80-84),Ruse,400.0,380.0,388.0,389.33
Female,(80-84),Shumen,244.0,267.0,256.0,255.67
Female,(80-84),Silistra,215.0,186.0,179.0,193.33
Female,(80-84),Sliven,305.0,277.0,272.0,284.67
Female,(80-84),Smolyan,170.0,173.0,159.0,167.33
Female,(80-84),Sofia,459.0,403.0,380.0,414.0
Female,(80-84),Sofia (stolitsa),1409.0,1441.0,1379.0,1409.67
Female,(80-84),Stara Zagora,550.0,561.0,534.0,548.33
Female,(80-84),Targovishte,180.0,175.0,178.0,177.67
Female,(80-84),Varna,625.0,593.0,558.0,592.0
Female,(80-84),Veliko Tarnovo,501.0,435.0,368.0,434.67
Female,(80-84),Vidin,241.0,214.0,205.0,220.0
Female,(80-84),Vratsa,373.0,341.0,296.0,336.67
Female,(80-84),Yambol,259.0,237.0,214.0,236.67
Female,(85-89),Blagoevgrad,364.0,328.0,388.0,360.0
Female,(85-89),Burgas,526.0,457.0,538.0,507.0
Female,(85-89),Dobrich,223.0,257.0,212.0,230.67
Female,(85-89),Gabrovo,243.0,217.0,202.0,220.67
Female,(85-89),Haskovo,400.0,398.0,420.0,406.0
Female,(85-89),Kardzhali,168.0,159.0,174.0,167.0
Female,(85-89),Kyustendil,229.0,255.0,260.0,248.0
Female,(85-89),Lovech,259.0,225.0,266.0,250.0
Female,(85-89),Montana,257.0,286.0,278.0,273.67
Female,(85-89),Pazardzhik,407.0,359.0,350.0,372.0
Female,(85-89),Pernik,254.0,236.0,246.0,245.33
Female,(85-89),Pleven,458.0,446.0,486.0,463.33
Female,(85-89),Plovdiv,983.0,954.0,1070.0,1002.33
Female,(85-89),Razgrad,139.0,174.0,146.0,153.0
Female,(85-89),Ruse,365.0,364.0,347.0,358.67
Female,(85-89),Shumen,227.0,225.0,219.0,223.67
Female,(85-89),Silistra,114.0,160.0,156.0,143.33
Female,(85-89),Sliven,239.0,249.0,259.0,249.0
Female,(85-89),Smolyan,164.0,152.0,155.0,157.0
Female,(85-89),Sofia,431.0,403.0,424.0,419.33
Female,(85-89),Sofia (stolitsa),1574.0,1568.0,1631.0,1591.0
Female,(85-89),Stara Zagora,539.0,516.0,522.0,525.67
Female,(85-89),Targovishte,138.0,151.0,180.0,156.33
Female,(85-89),Varna,546.0,584.0,621.0,583.67
Female,(85-89),Veliko Tarnovo,394.0,408.0,451.0,417.67
Female,(85-89),Vidin,174.0,193.0,191.0,186.0
Female,(85-89),Vratsa,312.0,329.0,326.0,322.33
Female,(85-89),Yambol,215.0,218.0,234.0,222.33
Female,(90+),Blagoevgrad,229.0,203.0,250.0,227.33
Female,(90+),Burgas,332.0,327.0,349.0,336.0
Female,(90+),Dobrich,127.0,148.0,134.0,136.33
Female,(90+),Gabrovo,162.0,161.0,148.0,157.0
Female,(90+),Haskovo,248.0,256.0,242.0,248.67
Female,(90+),Kardzhali,117.0,112.0,94.0,107.67
Female,(90+),Kyustendil,193.0,168.0,145.0,168.67
Female,(90+),Lovech,175.0,161.0,169.0,168.33
Female,(90+),Montana,167.0,194.0,203.0,188.0
Female,(90+),Pazardzhik,232.0,228.0,231.0,230.33
Female,(90+),Pernik,134.0,160.0,148.0,147.33
Female,(90+),Pleven,303.0,315.0,310.0,309.33
Female,(90+),Plovdiv,654.0,706.0,683.0,681.0
Female,(90+),Razgrad,75.0,93.0,97.0,88.33
Female,(90+),Ruse,207.0,207.0,216.0,210.0
Female,(90+),Shumen,158.0,167.0,132.0,152.33
Female,(90+),Silistra,63.0,82.0,85.0,76.67
Female,(90+),Sliven,146.0,155.0,142.0,147.67
Female,(90+),Smolyan,117.0,105.0,104.0,108.67
Female,(90+),Sofia,253.0,256.0,257.0,255.33
Female,(90+),Sofia (stolitsa),1229.0,1237.0,1360.0,1275.33
Female,(90+),Stara Zagora,289.0,296.0,352.0,312.33
Female,(90+),Targovishte,100.0,103.0,86.0,96.33
Female,(90+),Varna,339.0,390.0,352.0,360.33
Female,(90+),Veliko Tarnovo,234.0,245.0,251.0,243.33
Female,(90+),Vidin,145.0,144.0,145.0,144.67
Female,(90+),Vratsa,212.0,195.0,180.0,195.67
Female,(90+),Yambol,104.0,146.0,109.0,119.67
Male,(0-4),Blagoevgrad,6.0,7.0,4.0,5.67
Male,(0-4),Burgas,17.0,12.0,20.0,16.33
Male,(0-4),Dobrich,11.0,6.0,6.0,7.67
Male,(0-4),Gabrovo,3.0,3.0,1.0,2.33
Male,(0-4),Haskovo,7.0,6.0,11.0,8.0
Male,(0-4),Kardzhali,5.0,3.0,6.0,4.67
Male,(0-4),Kyustendil,4.0,4.0,2.0,3.33
Male,(0-4),Lovech,6.0,6.0,3.0,5.0
Male,(0-4),Montana,7.0,1.0,3.0,3.67
Male,(0-4),Pazardzhik,16.0,13.0,10.0,13.0
Male,(0-4),Pernik,4.0,5.0,6.0,5.0
Male,(0-4),Pleven,16.0,15.0,13.0,14.67
Male,(0-4),Plovdiv,29.0,36.0,19.0,28.0
Male,(0-4),Razgrad,5.0,11.0,4.0,6.67
Male,(0-4),Ruse,15.0,7.0,4.0,8.67
Male,(0-4),Shumen,6.0,5.0,2.0,4.33
Male,(0-4),Silistra,7.0,2.0,3.0,4.0
Male,(0-4),Sliven,23.0,12.0,18.0,17.67
Male,(0-4),Smolyan,4.0,1.0,1.0,2.0
Male,(0-4),Sofia,8.0,10.0,4.0,7.33
Male,(0-4),Sofia (stolitsa),28.0,19.0,32.0,26.33
Male,(0-4),Stara Zagora,13.0,17.0,15.0,15.0
Male,(0-4),Targovishte,5.0,8.0,6.0,6.33
Male,(0-4),Varna,12.0,13.0,15.0,13.33
Male,(0-4),Veliko Tarnovo,7.0,4.0,7.0,6.0
Male,(0-4),Vidin,1.0,4.0,2.0,2.33
Male,(0-4),Vratsa,6.0,7.0,1.0,4.67
Male,(0-4),Yambol,7.0,8.0,6.0,7.0
Male,(10-14),Blagoevgrad,1.0,2.0,3.0,2.0
Male,(10-14),Burgas,2.0,5.0,2.0,3.0
Male,(10-14),Dobrich,1.0,0.0,0.0,0.33
Male,(10-14),Gabrovo,2.0,0.0,0.0,0.67
Male,(10-14),Haskovo,1.0,1.0,1.0,1.0
Male,(10-14),Kardzhali,2.0,0.0,0.0,0.67
Male,(10-14),Kyustendil,0.0,2.0,2.0,1.33
Male,(10-14),Lovech,1.0,0.0,2.0,1.0
Male,(10-14),Montana,0.0,1.0,1.0,0.67
Male,(10-14),Pazardzhik,3.0,4.0,0.0,2.33
Male,(10-14),Pernik,1.0,5.0,1.0,2.33
Male,(10-14),Pleven,1.0,3.0,1.0,1.67
Male,(10-14),Plovdiv,4.0,2.0,0.0,2.0
Male,(10-14),Razgrad,1.0,1.0,0.0,0.67
Male,(10-14),Ruse,0.0,2.0,0.0,0.67
Male,(10-14),Shumen,1.0,1.0,1.0,1.0
Male,(10-14),Silistra,2.0,2.0,0.0,1.33
Male,(10-14),Sliven,2.0,1.0,3.0,2.0
Male,(10-14),Smolyan,1.0,2.0,1.0,1.33
Male,(10-14),Sofia,0.0,1.0,2.0,1.0
Male,(10-14),Sofia (stolitsa),6.0,1.0,5.0,4.0
Male,(10-14),Stara Zagora,1.0,4.0,5.0,3.33
Male,(10-14),Targovishte,0.0,0.0,1.0,0.33
Male,(10-14),Varna,1.0,2.0,4.0,2.33
Male,(10-14),Veliko Tarnovo,1.0,3.0,1.0,1.67
Male,(10-14),Vidin,0.0,0.0,0.0,0.0
Male,(10-14),Vratsa,1.0,3.0,1.0,1.67
Male,(10-14),Yambol,0.0,2.0,0.0,0.67
Male,(15-19),Blagoevgrad,2.0,3.0,2.0,2.33
Male,(15-19),Burgas,5.0,5.0,6.0,5.33
Male,(15-19),Dobrich,3.0,5.0,5.0,4.33
Male,(15-19),Gabrovo,0.0,4.0,1.0,1.67
Male,(15-19),Haskovo,5.0,2.0,3.0,3.33
Male,(15-19),Kardzhali,2.0,2.0,2.0,2.0
Male,(15-19),Kyustendil,3.0,1.0,1.0,1.67
Male,(15-19),Lovech,3.0,4.0,2.0,3.0
Male,(15-19),Montana,6.0,1.0,3.0,3.33
Male,(15-19),Pazardzhik,3.0,3.0,5.0,3.67
Male,(15-19),Pernik,2.0,3.0,1.0,2.0
Male,(15-19),Pleven,6.0,4.0,3.0,4.33
Male,(15-19),Plovdiv,8.0,5.0,13.0,8.67
Male,(15-19),Razgrad,1.0,2.0,5.0,2.67
Male,(15-19),Ruse,2.0,3.0,4.0,3.0
Male,(15-19),Shumen,3.0,1.0,4.0,2.67
Male,(15-19),Silistra,0.0,2.0,2.0,1.33
Male,(15-19),Sliven,2.0,4.0,4.0,3.33
Male,(15-19),Smolyan,0.0,0.0,2.0,0.67
Male,(15-19),Sofia,9.0,3.0,4.0,5.33
Male,(15-19),Sofia (stolitsa),11.0,9.0,12.0,10.67
Male,(15-19),Stara Zagora,5.0,10.0,10.0,8.33
Male,(15-19),Targovishte,2.0,1.0,3.0,2.0
Male,(15-19),Varna,3.0,8.0,5.0,5.33
Male,(15-19),Veliko Tarnovo,6.0,2.0,2.0,3.33
Male,(15-19),Vidin,2.0,0.0,2.0,1.33
Male,(15-19),Vratsa,5.0,7.0,3.0,5.0
Male,(15-19),Yambol,1.0,3.0,3.0,2.33
Male,(20-24),Blagoevgrad,9.0,2.0,3.0,4.67
Male,(20-24),Burgas,7.0,5.0,13.0,8.33
Male,(20-24),Dobrich,8.0,4.0,2.0,4.67
Male,(20-24),Gabrovo,0.0,4.0,3.0,2.33
Male,(20-24),Haskovo,2.0,6.0,6.0,4.67
Male,(20-24),Kardzhali,2.0,1.0,2.0,1.67
Male,(20-24),Kyustendil,2.0,3.0,1.0,2.0
Male,(20-24),Lovech,5.0,2.0,3.0,3.33
Male,(20-24),Montana,2.0,0.0,2.0,1.33
Male,(20-24),Pazardzhik,6.0,3.0,9.0,6.0
Male,(20-24),Pernik,1.0,3.0,3.0,2.33
Male,(20-24),Pleven,6.0,4.0,5.0,5.0
Male,(20-24),Plovdiv,8.0,8.0,15.0,10.33
Male,(20-24),Razgrad,1.0,3.0,2.0,2.0
Male,(20-24),Ruse,2.0,6.0,2.0,3.33
Male,(20-24),Shumen,3.0,4.0,3.0,3.33
Male,(20-24),Silistra,3.0,2.0,6.0,3.67
Male,(20-24),Sliven,6.0,5.0,4.0,5.0
Male,(20-24),Smolyan,1.0,3.0,1.0,1.67
Male,(20-24),Sofia,4.0,6.0,9.0,6.33
Male,(20-24),Sofia (stolitsa),29.0,16.0,19.0,21.33
Male,(20-24),Stara Zagora,2.0,8.0,7.0,5.67
Male,(20-24),Targovishte,2.0,3.0,1.0,2.0
Male,(20-24),Varna,9.0,8.0,8.0,8.33
Male,(20-24),Veliko Tarnovo,5.0,3.0,5.0,4.33
Male,(20-24),Vidin,2.0,1.0,1.0,1.33
Male,(20-24),Vratsa,3.0,4.0,3.0,3.33
Male,(20-24),Yambol,4.0,0.0,1.0,1.67
Male,(25-29),Blagoevgrad,7.0,8.0,7.0,7.33
Male,(25-29),Burgas,14.0,13.0,13.0,13.33
Male,(25-29),Dobrich,6.0,4.0,8.0,6.0
Male,(25-29),Gabrovo,5.0,3.0,2.0,3.33
Male,(25-29),Haskovo,9.0,6.0,4.0,6.33
Male,(25-29),Kardzhali,2.0,5.0,2.0,3.0
Male,(25-29),Kyustendil,2.0,4.0,6.0,4.0
Male,(25-29),Lovech,2.0,6.0,4.0,4.0
Male,(25-29),Montana,5.0,3.0,4.0,4.0
Male,(25-29),Pazardzhik,14.0,7.0,5.0,8.67
Male,(25-29),Pernik,2.0,3.0,3.0,2.67
Male,(25-29),Pleven,2.0,3.0,13.0,6.0
Male,(25-29),Plovdiv,24.0,22.0,14.0,20.0
Male,(25-29),Razgrad,3.0,2.0,5.0,3.33
Male,(25-29),Ruse,6.0,5.0,7.0,6.0
Male,(25-29),Shumen,2.0,2.0,6.0,3.33
Male,(25-29),Silistra,3.0,7.0,3.0,4.33
Male,(25-29),Sliven,9.0,8.0,4.0,7.0
Male,(25-29),Smolyan,2.0,3.0,8.0,4.33
Male,(25-29),Sofia,11.0,14.0,5.0,10.0
Male,(25-29),Sofia (stolitsa),44.0,40.0,33.0,39.0
Male,(25-29),Stara Zagora,14.0,14.0,10.0,12.67
Male,(25-29),Targovishte,2.0,3.0,5.0,3.33
Male,(25-29),Varna,15.0,14.0,12.0,13.67
Male,(25-29),Veliko Tarnovo,8.0,8.0,7.0,7.67
Male,(25-29),Vidin,4.0,3.0,4.0,3.67
Male,(25-29),Vratsa,8.0,5.0,8.0,7.0
Male,(25-29),Yambol,4.0,4.0,3.0,3.67
Male,(30-34),Blagoevgrad,17.0,12.0,9.0,12.67
Male,(30-34),Burgas,15.0,15.0,17.0,15.67
Male,(30-34),Dobrich,10.0,10.0,11.0,10.33
Male,(30-34),Gabrovo,2.0,2.0,2.0,2.0
Male,(30-34),Haskovo,8.0,12.0,8.0,9.33
Male,(30-34),Kardzhali,9.0,6.0,6.0,7.0
Male,(30-34),Kyustendil,6.0,5.0,4.0,5.0
Male,(30-34),Lovech,7.0,9.0,6.0,7.33
Male,(30-34),Montana,9.0,5.0,9.0,7.67
Male,(30-34),Pazardzhik,14.0,15.0,12.0,13.67
Male,(30-34),Pernik,6.0,3.0,7.0,5.33
Male,(30-34),Pleven,11.0,6.0,6.0,7.67
Male,(30-34),Plovdiv,34.0,34.0,26.0,31.33
Male,(30-34),Razgrad,4.0,5.0,3.0,4.0
Male,(30-34),Ruse,13.0,11.0,18.0,14.0
Male,(30-34),Shumen,11.0,12.0,10.0,11.0
Male,(30-34),Silistra,1.0,4.0,6.0,3.67
Male,(30-34),Sliven,16.0,11.0,8.0,11.67
Male,(30-34),Smolyan,3.0,7.0,1.0,3.67
Male,(30-34),Sofia,13.0,14.0,11.0,12.67
Male,(30-34),Sofia (stolitsa),51.0,79.0,67.0,65.67
Male,(30-34),Stara Zagora,14.0,14.0,13.0,13.67
Male,(30-34),Targovishte,4.0,6.0,1.0,3.67
Male,(30-34),Varna,21.0,24.0,24.0,23.0
Male,(30-34),Veliko Tarnovo,4.0,10.0,10.0,8.0
Male,(30-34),Vidin,2.0,9.0,3.0,4.67
Male,(30-34),Vratsa,11.0,9.0,10.0,10.0
Male,(30-34),Yambol,3.0,6.0,5.0,4.67
Male,(35-39),Blagoevgrad,17.0,16.0,19.0,17.33
Male,(35-39),Burgas,23.0,28.0,25.0,25.33
Male,(35-39),Dobrich,15.0,18.0,14.0,15.67
Male,(35-39),Gabrovo,6.0,7.0,5.0,6.0
Male,(35-39),Haskovo,15.0,16.0,16.0,15.67
Male,(35-39),Kardzhali,5.0,14.0,8.0,9.0
Male,(35-39),Kyustendil,14.0,9.0,16.0,13.0
Male,(35-39),Lovech,10.0,7.0,11.0,9.33
Male,(35-39),Montana,8.0,9.0,9.0,8.67
Male,(35-39),Pazardzhik,10.0,16.0,28.0,18.0
Male,(35-39),Pernik,10.0,7.0,18.0,11.67
Male,(35-39),Pleven,14.0,14.0,20.0,16.0
Male,(35-39),Plovdiv,45.0,54.0,61.0,53.33
Male,(35-39),Razgrad,9.0,6.0,11.0,8.67
Male,(35-39),Ruse,12.0,15.0,15.0,14.0
Male,(35-39),Shumen,5.0,13.0,10.0,9.33
Male,(35-39),Silistra,5.0,6.0,11.0,7.33
Male,(35-39),Sliven,19.0,28.0,16.0,21.0
Male,(35-39),Smolyan,7.0,10.0,3.0,6.67
Male,(35-39),Sofia,15.0,27.0,17.0,19.67
Male,(35-39),Sofia (stolitsa),110.0,88.0,106.0,101.33
Male,(35-39),Stara Zagora,30.0,25.0,23.0,26.0
Male,(35-39),Targovishte,10.0,11.0,7.0,9.33
Male,(35-39),Varna,37.0,33.0,40.0,36.67
Male,(35-39),Veliko Tarnovo,16.0,17.0,9.0,14.0
Male,(35-39),Vidin,4.0,7.0,4.0,5.0
Male,(35-39),Vratsa,21.0,9.0,6.0,12.0
Male,(35-39),Yambol,10.0,8.0,11.0,9.67
Male,(40-44),Blagoevgrad,44.0,38.0,39.0,40.33
Male,(40-44),Burgas,53.0,50.0,63.0,55.33
Male,(40-44),Dobrich,20.0,16.0,29.0,21.67
Male,(40-44),Gabrovo,16.0,15.0,13.0,14.67
Male,(40-44),Haskovo,25.0,37.0,33.0,31.67
Male,(40-44),Kardzhali,11.0,16.0,17.0,14.67
Male,(40-44),Kyustendil,17.0,26.0,18.0,20.33
Male,(40-44),Lovech,19.0,16.0,14.0,16.33
Male,(40-44),Montana,16.0,20.0,19.0,18.33
Male,(40-44),Pazardzhik,28.0,24.0,26.0,26.0
Male,(40-44),Pernik,28.0,13.0,17.0,19.33
Male,(40-44),Pleven,23.0,41.0,28.0,30.67
Male,(40-44),Plovdiv,87.0,69.0,77.0,77.67
Male,(40-44),Razgrad,16.0,8.0,16.0,13.33
Male,(40-44),Ruse,32.0,24.0,28.0,28.0
Male,(40-44),Shumen,15.0,21.0,15.0,17.0
Male,(40-44),Silistra,20.0,13.0,12.0,15.0
Male,(40-44),Sliven,41.0,22.0,32.0,31.67
Male,(40-44),Smolyan,11.0,9.0,13.0,11.0
Male,(40-44),Sofia,34.0,37.0,34.0,35.0
Male,(40-44),Sofia (stolitsa),173.0,176.0,173.0,174.0
Male,(40-44),Stara Zagora,49.0,29.0,34.0,37.33
Male,(40-44),Targovishte,15.0,14.0,20.0,16.33
Male,(40-44),Varna,58.0,55.0,40.0,51.0
Male,(40-44),Veliko Tarnovo,32.0,27.0,27.0,28.67
Male,(40-44),Vidin,17.0,21.0,8.0,15.33
Male,(40-44),Vratsa,28.0,22.0,14.0,21.33
Male,(40-44),Yambol,11.0,23.0,15.0,16.33
Male,(45-49),Blagoevgrad,74.0,56.0,62.0,64.0
Male,(45-49),Burgas,93.0,68.0,97.0,86.0
Male,(45-49),Dobrich,53.0,49.0,46.0,49.33
Male,(45-49),Gabrovo,25.0,17.0,21.0,21.0
Male,(45-49),Haskovo,47.0,42.0,49.0,46.0
Male,(45-49),Kardzhali,26.0,28.0,27.0,27.0
Male,(45-49),Kyustendil,27.0,32.0,37.0,32.0
Male,(45-49),Lovech,41.0,26.0,35.0,34.0
Male,(45-49),Montana,29.0,38.0,47.0,38.0
Male,(45-49),Pazardzhik,49.0,56.0,58.0,54.33
Male,(45-49),Pernik,34.0,33.0,45.0,37.33
Male,(45-49),Pleven,53.0,67.0,51.0,57.0
Male,(45-49),Plovdiv,132.0,148.0,137.0,139.0
Male,(45-49),Razgrad,36.0,35.0,35.0,35.33
Male,(45-49),Ruse,44.0,34.0,39.0,39.0
Male,(45-49),Shumen,30.0,45.0,44.0,39.67
Male,(45-49),Silistra,39.0,31.0,14.0,28.0
Male,(45-49),Sliven,54.0,40.0,48.0,47.33
Male,(45-49),Smolyan,18.0,18.0,33.0,23.0
Male,(45-49),Sofia,63.0,63.0,58.0,61.33
Male,(45-49),Sofia (stolitsa),263.0,243.0,270.0,258.67
Male,(45-49),Stara Zagora,56.0,69.0,86.0,70.33
Male,(45-49),Targovishte,21.0,26.0,23.0,23.33
Male,(45-49),Varna,81.0,90.0,88.0,86.33
Male,(45-49),Veliko Tarnovo,43.0,48.0,51.0,47.33
Male,(45-49),Vidin,23.0,24.0,23.0,23.33
Male,(45-49),Vratsa,51.0,53.0,44.0,49.33
Male,(45-49),Yambol,29.0,36.0,32.0,32.33
Male,(5-9),Blagoevgrad,1.0,3.0,1.0,1.67
Male,(5-9),Burgas,5.0,5.0,3.0,4.33
Male,(5-9),Dobrich,0.0,2.0,2.0,1.33
Male,(5-9),Gabrovo,0.0,1.0,0.0,0.33
Male,(5-9),Haskovo,2.0,0.0,0.0,0.67
Male,(5-9),Kardzhali,0.0,2.0,1.0,1.0
Male,(5-9),Kyustendil,0.0,0.0,0.0,0.0
Male,(5-9),Lovech,0.0,1.0,0.0,0.33
Male,(5-9),Montana,1.0,0.0,0.0,0.33
Male,(5-9),Pazardzhik,0.0,2.0,0.0,0.67
Male,(5-9),Pernik,0.0,2.0,0.0,0.67
Male,(5-9),Pleven,1.0,2.0,3.0,2.0
Male,(5-9),Plovdiv,4.0,4.0,2.0,3.33
Male,(5-9),Razgrad,0.0,1.0,0.0,0.33
Male,(5-9),Ruse,0.0,0.0,0.0,0.0
Male,(5-9),Shumen,1.0,1.0,1.0,1.0
Male,(5-9),Silistra,0.0,0.0,0.0,0.0
Male,(5-9),Sliven,2.0,0.0,3.0,1.67
Male,(5-9),Smolyan,0.0,0.0,0.0,0.0
Male,(5-9),Sofia,0.0,1.0,0.0,0.33
Male,(5-9),Sofia (stolitsa),9.0,3.0,1.0,4.33
Male,(5-9),Stara Zagora,2.0,1.0,1.0,1.33
Male,(5-9),Targovishte,3.0,2.0,2.0,2.33
Male,(5-9),Varna,3.0,2.0,0.0,1.67
Male,(5-9),Veliko Tarnovo,0.0,0.0,2.0,0.67
Male,(5-9),Vidin,1.0,0.0,0.0,0.33
Male,(5-9),Vratsa,1.0,0.0,0.0,0.33
Male,(5-9),Yambol,0.0,0.0,1.0,0.33
Male,(50-54),Blagoevgrad,108.0,115.0,99.0,107.33
Male,(50-54),Burgas,148.0,124.0,126.0,132.67
Male,(50-54),Dobrich,76.0,70.0,62.0,69.33
