Sex,Age,Location,2017,2018,2019,avg_mortality
Male,(50-54),Gabrovo,39.0,34.0,33.0,35.33
Male,(50-54),Haskovo,90.0,81.0,90.0,87.0
Male,(50-54),Kardzhali,43.0,55.0,45.0,47.67
Male,(50-54),Kyustendil,56.0,47.0,52.0,51.67
Male,(50-54),Lovech,46.0,40.0,46.0,44.0
Male,(50-54),Montana,48.0,46.0,50.0,48.0
Male,(50-54),Pazardzhik,97.0,81.0,84.0,87.33
Male,(50-54),Pernik,53.0,54.0,47.0,51.33
Male,(50-54),Pleven,55.0,85.0,65.0,68.33
Male,(50-54),Plovdiv,206.0,225.0,246.0,225.67
Male,(50-54),Razgrad,54.0,42.0,39.0,45.0
Male,(50-54),Ruse,78.0,86.0,74.0,79.33
Male,(50-54),Shumen,62.0,86.0,53.0,67.0
Male,(50-54),Silistra,50.0,45.0,44.0,46.33
Male,(50-54),Sliven,60.0,67.0,65.0,64.0
Male,(50-54),Smolyan,37.0,33.0,41.0,37.0
Male,(50-54),Sofia,103.0,102.0,90.0,98.33
Male,(50-54),Sofia (stolitsa),333.0,274.0,302.0,303.0
Male,(50-54),Stara Zagora,117.0,105.0,95.0,105.67
Male,(50-54),Targovishte,44.0,46.0,45.0,45.0
Male,(50-54),Varna,131.0,121.0,144.0,132.0
Male,(50-54),Veliko Tarnovo,87.0,69.0,79.0,78.33
Male,(50-54),Vidin,42.0,39.0,43.0,41.33
Male,(50-54),Vratsa,71.0,71.0,68.0,70.0
Male,(50-54),Yambol,42.0,41.0,35.0,39.33
Male,(55-59),Blagoevgrad,175.0,163.0,151.0,163.0
Male,(55-59),Burgas,208.0,216.0,194.0,206.0
Male,(55-59),Dobrich,121.0,111.0,119.0,117.0
Male,(55-59),Gabrovo,57.0,50.0,66.0,57.67
Male,(55-59),Haskovo,133.0,148.0,132.0,137.67
Male,(55-59),Kardzhali,70.0,68.0,72.0,70.0
Male,(55-59),Kyustendil,85.0,96.0,85.0,88.67
Male,(55-59),Lovech,77.0,85.0,66.0,76.0
Male,(55-59),Montana,80.0,96.0,89.0,88.33
Male,(55-59),Pazardzhik,164.0,154.0,155.0,157.67
Male,(55-59),Pernik,91.0,96.0,80.0,89.0
Male,(55-59),Pleven,156.0,129.0,126.0,137.0
Male,(55-59),Plovdiv,305.0,358.0,309.0,324.0
Male,(55-59),Razgrad,78.0,70.0,65.0,71.0
Male,(55-59),Ruse,126.0,137.0,114.0,125.67
Male,(55-59),Shumen,85.0,103.0,109.0,99.0
Male,(55-59),Silistra,78.0,65.0,75.0,72.67
Male,(55-59),Sliven,101.0,107.0,105.0,104.33
Male,(55-59),Smolyan,84.0,71.0,67.0,74.0
Male,(55-59),Sofia,160.0,140.0,128.0,142.67
Male,(55-59),Sofia (stolitsa),479.0,495.0,466.0,480.0
Male,(55-59),Stara Zagora,160.0,166.0,177.0,167.67
Male,(55-59),Targovishte,48.0,64.0,66.0,59.33
Male,(55-59),Varna,221.0,235.0,202.0,219.33
Male,(55-59),Veliko Tarnovo,140.0,136.0,129.0,135.0
Male,(55-59),Vidin,43.0,59.0,51.0,51.0
Male,(55-59),Vratsa,120.0,109.0,121.0,116.67
Male,(55-59),Yambol,63.0,82.0,75.0,73.33
Male,(60-64),Blagoevgrad,213.0,209.0,216.0,212.67
Male,(60-64),Burgas,287.0,318.0,296.0,300.33
Male,(60-64),Dobrich,177.0,156.0,166.0,166.33
Male,(60-64),Gabrovo,103.0,87.0,97.0,95.67
Male,(60-64),Haskovo,190.0,196.0,191.0,192.33
Male,(60-64),Kardzhali,102.0,95.0,113.0,103.33
Male,(60-64),Kyustendil,148.0,127.0,140.0,138.33
Male,(60-64),Lovech,122.0,116.0,123.0,120.33
Male,(60-64),Montana,127.0,112.0,121.0,120.0
Male,(60-64),Pazardzhik,216.0,209.0,226.0,217.0
Male,(60-64),Pernik,120.0,130.0,128.0,126.0
Male,(60-64),Pleven,196.0,190.0,226.0,204.0
Male,(60-64),Plovdiv,480.0,501.0,451.0,477.33
Male,(60-64),Razgrad,131.0,104.0,93.0,109.33
Male,(60-64),Ruse,191.0,180.0,193.0,188.0
Male,(60-64),Shumen,141.0,148.0,166.0,151.67
Male,(60-64),Silistra,101.0,104.0,99.0,101.33
Male,(60-64),Sliven,172.0,164.0,159.0,165.0
Male,(60-64),Smolyan,102.0,94.0,96.0,97.33
Male,(60-64),Sofia,223.0,219.0,222.0,221.33
Male,(60-64),Sofia (stolitsa),698.0,703.0,736.0,712.33
Male,(60-64),Stara Zagora,236.0,273.0,240.0,249.67
Male,(60-64),Targovishte,100.0,76.0,101.0,92.33
Male,(60-64),Varna,306.0,314.0,307.0,309.0
Male,(60-64),Veliko Tarnovo,223.0,214.0,185.0,207.33
Male,(60-64),Vidin,80.0,89.0,82.0,83.67
Male,(60-64),Vratsa,125.0,147.0,155.0,142.33
Male,(60-64),Yambol,126.0,117.0,98.0,113.67
Male,(65-69),Blagoevgrad,279.0,310.0,256.0,281.67
Male,(65-69),Burgas,415.0,392.0,394.0,400.33
Male,(65-69),Dobrich,241.0,232.0,248.0,240.33
Male,(65-69),Gabrovo,157.0,144.0,131.0,144.0
Male,(65-69),Haskovo,298.0,235.0,275.0,269.33
Male,(65-69),Kardzhali,111.0,119.0,125.0,118.33
Male,(65-69),Kyustendil,192.0,166.0,181.0,179.67
Male,(65-69),Lovech,176.0,157.0,152.0,161.67
Male,(65-69),Montana,198.0,182.0,175.0,185.0
Male,(65-69),Pazardzhik,262.0,260.0,267.0,263.0
Male,(65-69),Pernik,153.0,138.0,165.0,152.0
Male,(65-69),Pleven,322.0,313.0,291.0,308.67
Male,(65-69),Plovdiv,665.0,584.0,625.0,624.67
Male,(65-69),Razgrad,136.0,140.0,162.0,146.0
Male,(65-69),Ruse,238.0,291.0,275.0,268.0
Male,(65-69),Shumen,206.0,185.0,205.0,198.67
Male,(65-69),Silistra,146.0,129.0,134.0,136.33
Male,(65-69),Sliven,202.0,226.0,178.0,202.0
Male,(65-69),Smolyan,125.0,131.0,119.0,125.0
Male,(65-69),Sofia,313.0,289.0,273.0,291.67
Male,(65-69),Sofia (stolitsa),930.0,967.0,957.0,951.33
Male,(65-69),Stara Zagora,329.0,320.0,356.0,335.0
Male,(65-69),Targovishte,141.0,88.0,106.0,111.67
Male,(65-69),Varna,391.0,414.0,425.0,410.0
Male,(65-69),Veliko Tarnovo,270.0,280.0,265.0,271.67
Male,(65-69),Vidin,130.0,105.0,114.0,116.33
Male,(65-69),Vratsa,238.0,220.0,217.0,225.0
Male,(65-69),Yambol,160.0,146.0,153.0,153.0
Male,(70-74),Blagoevgrad,293.0,286.0,296.0,291.67
Male,(70-74),Burgas,434.0,403.0,430.0,422.33
Male,(70-74),Dobrich,218.0,226.0,223.0,222.33
Male,(70-74),Gabrovo,158.0,200.0,167.0,175.0
Male,(70-74),Haskovo,254.0,228.0,250.0,244.0
Male,(70-74),Kardzhali,142.0,122.0,135.0,133.0
Male,(70-74),Kyustendil,187.0,155.0,172.0,171.33
Male,(70-74),Lovech,201.0,203.0,210.0,204.67
Male,(70-74),Montana,205.0,208.0,217.0,210.0
Male,(70-74),Pazardzhik,261.0,302.0,303.0,288.67
Male,(70-74),Pernik,156.0,165.0,159.0,160.0
Male,(70-74),Pleven,319.0,366.0,351.0,345.33
Male,(70-74),Plovdiv,645.0,676.0,683.0,668.0
Male,(70-74),Razgrad,138.0,153.0,161.0,150.67
Male,(70-74),Ruse,256.0,299.0,298.0,284.33
Male,(70-74),Shumen,194.0,215.0,253.0,220.67
Male,(70-74),Silistra,171.0,178.0,176.0,175.0
Male,(70-74),Sliven,163.0,222.0,217.0,200.67
Male,(70-74),Smolyan,126.0,111.0,127.0,121.33
Male,(70-74),Sofia,315.0,336.0,352.0,334.33
Male,(70-74),Sofia (stolitsa),944.0,1019.0,1028.0,997.0
Male,(70-74),Stara Zagora,379.0,353.0,365.0,365.67
Male,(70-74),Targovishte,137.0,160.0,132.0,143.0
Male,(70-74),Varna,446.0,479.0,479.0,468.0
Male,(70-74),Veliko Tarnovo,332.0,324.0,372.0,342.67
Male,(70-74),Vidin,150.0,146.0,160.0,152.0
Male,(70-74),Vratsa,240.0,267.0,260.0,255.67
Male,(70-74),Yambol,142.0,150.0,139.0,143.67
Male,(75-79),Blagoevgrad,297.0,329.0,304.0,310.0
Male,(75-79),Burgas,368.0,378.0,418.0,388.0
Male,(75-79),Dobrich,200.0,218.0,216.0,211.33
Male,(75-79),Gabrovo,151.0,157.0,156.0,154.67
Male,(75-79),Haskovo,270.0,287.0,246.0,267.67
Male,(75-79),Kardzhali,157.0,150.0,139.0,148.67
Male,(75-79),Kyustendil,167.0,175.0,189.0,177.0
Male,(75-79),Lovech,190.0,162.0,199.0,183.67
Male,(75-79),Montana,184.0,194.0,181.0,186.33
Male,(75-79),Pazardzhik,302.0,287.0,290.0,293.0
Male,(75-79),Pernik,180.0,171.0,179.0,176.67
Male,(75-79),Pleven,322.0,303.0,359.0,328.0
Male,(75-79),Plovdiv,692.0,712.0,653.0,685.67
Male,(75-79),Razgrad,146.0,146.0,145.0,145.67
Male,(75-79),Ruse,259.0,273.0,263.0,265.0
Male,(75-79),Shumen,198.0,197.0,172.0,189.0
Male,(75-79),Silistra,150.0,196.0,199.0,181.67
Male,(75-79),Sliven,192.0,206.0,193.0,197.0
Male,(75-79),Smolyan,148.0,132.0,122.0,134.0
Male,(75-79),Sofia,283.0,269.0,289.0,280.33
Male,(75-79),Sofia (stolitsa),915.0,949.0,952.0,938.67
Male,(75-79),Stara Zagora,392.0,352.0,358.0,367.33
Male,(75-79),Targovishte,137.0,139.0,123.0,133.0
Male,(75-79),Varna,433.0,424.0,407.0,421.33
Male,(75-79),Veliko Tarnovo,308.0,307.0,286.0,300.33
Male,(75-79),Vidin,150.0,151.0,143.0,148.0
Male,(75-79),Vratsa,220.0,218.0,253.0,230.33
Male,(75-79),Yambol,154.0,151.0,147.0,150.67
Male,(80-84),Blagoevgrad,294.0,327.0,277.0,299.33
Male,(80-84),Burgas,423.0,413.0,367.0,401.0
Male,(80-84),Dobrich,221.0,200.0,164.0,195.0
Male,(80-84),Gabrovo,189.0,159.0,172.0,173.33
Male,(80-84),Haskovo,332.0,319.0,258.0,303.0
Male,(80-84),Kardzhali,160.0,178.0,170.0,169.33
Male,(80-84),Kyustendil,197.0,190.0,172.0,186.33
Male,(80-84),Lovech,235.0,227.0,229.0,230.33
Male,(80-84),Montana,258.0,229.0,199.0,228.67
Male,(80-84),Pazardzhik,331.0,289.0,298.0,306.0
Male,(80-84),Pernik,182.0,191.0,179.0,184.0
Male,(80-84),Pleven,404.0,384.0,363.0,383.67
Male,(80-84),Plovdiv,778.0,749.0,718.0,748.33
Male,(80-84),Razgrad,147.0,132.0,123.0,134.0
Male,(80-84),Ruse,268.0,318.0,269.0,285.0
Male,(80-84),Shumen,226.0,190.0,185.0,200.33
Male,(80-84),Silistra,141.0,143.0,149.0,144.33
Male,(80-84),Sliven,237.0,216.0,187.0,213.33
Male,(80-84),Smolyan,136.0,117.0,119.0,124.0
Male,(80-84),Sofia,342.0,320.0,321.0,327.67
Male,(80-84),Sofia (stolitsa),974.0,997.0,962.0,977.67
Male,(80-84),Stara Zagora,471.0,448.0,401.0,440.0
Male,(80-84),Targovishte,147.0,136.0,154.0,145.67
Male,(80-84),Varna,461.0,441.0,419.0,440.33
Male,(80-84),Veliko Tarnovo,363.0,272.0,277.0,304.0
Male,(80-84),Vidin,163.0,159.0,129.0,150.33
Male,(80-84),Vratsa,254.0,214.0,251.0,239.67
Male,(80-84),Yambol,201.0,198.0,186.0,195.0
Male,(85-89),Blagoevgrad,231.0,217.0,275.0,241.0
Male,(85-89),Burgas,300.0,304.0,326.0,310.0
Male,(85-89),Dobrich,146.0,151.0,166.0,154.33
Male,(85-89),Gabrovo,142.0,157.0,143.0,147.33
Male,(85-89),Haskovo,271.0,251.0,273.0,265.0
Male,(85-89),Kardzhali,108.0,130.0,113.0,117.0
Male,(85-89),Kyustendil,150.0,142.0,160.0,150.67
Male,(85-89),Lovech,163.0,137.0,175.0,158.33
Male,(85-89),Montana,169.0,179.0,169.0,172.33
Male,(85-89),Pazardzhik,201.0,192.0,211.0,201.33
Male,(85-89),Pernik,177.0,159.0,158.0,164.67
Male,(85-89),Pleven,282.0,283.0,298.0,287.67
Male,(85-89),Plovdiv,624.0,572.0,628.0,608.0
Male,(85-89),Razgrad,91.0,88.0,80.0,86.33
Male,(85-89),Ruse,218.0,226.0,216.0,220.0
Male,(85-89),Shumen,141.0,136.0,150.0,142.33
Male,(85-89),Silistra,94.0,104.0,90.0,96.0
Male,(85-89),Sliven,152.0,154.0,158.0,154.67
Male,(85-89),Smolyan,94.0,96.0,92.0,94.0
Male,(85-89),Sofia,242.0,264.0,257.0,254.33
Male,(85-89),Sofia (stolitsa),917.0,932.0,897.0,915.33
Male,(85-89),Stara Zagora,333.0,330.0,341.0,334.67
Male,(85-89),Targovishte,121.0,104.0,98.0,107.67
Male,(85-89),Varna,377.0,368.0,360.0,368.33
Male,(85-89),Veliko Tarnovo,239.0,267.0,246.0,250.67
Male,(85-89),Vidin,137.0,144.0,123.0,134.67
Male,(85-89),Vratsa,187.0,204.0,188.0,193.0
Male,(85-89),Yambol,123.0,138.0,129.0,130.0
Male,(90+),Blagoevgrad,115.0,118.0,117.0,116.67
Male,(90+),Burgas,165.0,145.0,192.0,167.33
Male,(90+),Dobrich,69.0,72.0,67.0,69.33
Male,(90+),Gabrovo,84.0,72.0,63.0,73.0
Male,(90+),Haskovo,125.0,123.0,131.0,126.33
Male,(90+),Kardzhali,53.0,58.0,58.0,56.33
Male,(90+),Kyustendil,69.0,77.0,89.0,78.33
Male,(90+),Lovech,96.0,101.0,73.0,90.0
Male,(90+),Montana,90.0,98.0,100.0,96.0
Male,(90+),Pazardzhik,104.0,100.0,102.0,102.0
Male,(90+),Pernik,76.0,78.0,83.0,79.0
Male,(90+),Pleven,136.0,177.0,175.0,162.67
Male,(90+),Plovdiv,300.0,322.0,347.0,323.0
Male,(90+),Razgrad,34.0,53.0,36.0,41.0
Male,(90+),Ruse,118.0,106.0,119.0,114.33
Male,(90+),Shumen,70.0,61.0,68.0,66.33
Male,(90+),Silistra,40.0,43.0,32.0,38.33
Male,(90+),Sliven,71.0,64.0,81.0,72.0
Male,(90+),Smolyan,47.0,38.0,46.0,43.67
Male,(90+),Sofia,123.0,122.0,137.0,127.33
Male,(90+),Sofia (stolitsa),599.0,601.0,652.0,617.33
Male,(90+),Stara Zagora,149.0,163.0,151.0,154.33
Male,(90+),Targovishte,34.0,50.0,42.0,42.0
Male,(90+),Varna,196.0,183.0,181.0,186.67
Male,(90+),Veliko Tarnovo,135.0,109.0,127.0,123.67
Male,(90+),Vidin,63.0,66.0,61.0,63.33
Male,(90+),Vratsa,105.0,86.0,89.0,93.33
Male,(90+),Yambol,61.0,66.0,64.0,63.67
Total,(0-4),Blagoevgrad,11.0,17.0,10.0,12.67
Total,(0-4),Burgas,31.0,27.0,24.0,27.33
Total,(0-4),Dobrich,19.0,11.0,12.0,14.0
Total,(0-4),Gabrovo,7.0,6.0,2.0,5.0
Total,(0-4),Haskovo,12.0,13.0,18.0,14.33
Total,(0-4),Kardzhali,11.0,5.0,11.0,9.0
Total,(0-4),Kyustendil,8.0,4.0,5.0,5.67
Total,(0-4),Lovech,9.0,10.0,4.0,7.67
Total,(0-4),Montana,12.0,5.0,5.0,7.33
Total,(0-4),Pazardzhik,29.0,23.0,24.0,25.33
Total,(0-4),Pernik,5.0,10.0,10.0,8.33
Total,(0-4),Pleven,24.0,26.0,22.0,24.0
Total,(0-4),Plovdiv,53.0,61.0,35.0,49.67
Total,(0-4),Razgrad,6.0,14.0,8.0,9.33
Total,(0-4),Ruse,21.0,11.0,10.0,14.0
Total,(0-4),Shumen,11.0,8.0,5.0,8.0
Total,(0-4),Silistra,8.0,3.0,5.0,5.33
Total,(0-4),Sliven,33.0,27.0,39.0,33.0
Total,(0-4),Smolyan,6.0,1.0,1.0,2.67
Total,(0-4),Sofia,19.0,16.0,11.0,15.33
Total,(0-4),Sofia (stolitsa),51.0,41.0,46.0,46.0
Total,(0-4),Stara Zagora,30.0,27.0,33.0,30.0
Total,(0-4),Targovishte,9.0,10.0,10.0,9.67
Total,(0-4),Varna,30.0,30.0,31.0,30.33
Total,(0-4),Veliko Tarnovo,15.0,9.0,15.0,13.0
Total,(0-4),Vidin,2.0,6.0,6.0,4.67
Total,(0-4),Vratsa,13.0,14.0,6.0,11.0
Total,(0-4),Yambol,11.0,15.0,10.0,12.0
Total,(10-14),Blagoevgrad,1.0,2.0,4.0,2.33
Total,(10-14),Burgas,5.0,5.0,4.0,4.67
Total,(10-14),Dobrich,1.0,0.0,0.0,0.33
Total,(10-14),Gabrovo,2.0,0.0,0.0,0.67
Total,(10-14),Haskovo,1.0,2.0,1.0,1.33
Total,(10-14),Kardzhali,2.0,0.0,0.0,0.67
Total,(10-14),Kyustendil,1.0,2.0,2.0,1.67
Total,(10-14),Lovech,1.0,0.0,2.0,1.0
Total,(10-14),Montana,0.0,1.0,1.0,0.67
Total,(10-14),Pazardzhik,7.0,5.0,1.0,4.33
Total,(10-14),Pernik,2.0,5.0,2.0,3.0
Total,(10-14),Pleven,3.0,4.0,4.0,3.67
Total,(10-14),Plovdiv,5.0,4.0,2.0,3.67
Total,(10-14),Razgrad,1.0,1.0,0.0,0.67
Total,(10-14),Ruse,0.0,4.0,2.0,2.0
Total,(10-14),Shumen,1.0,2.0,3.0,2.0
Total,(10-14),Silistra,2.0,2.0,0.0,1.33
Total,(10-14),Sliven,3.0,1.0,4.0,2.67
Total,(10-14),Smolyan,1.0,2.0,2.0,1.67
Total,(10-14),Sofia,2.0,4.0,4.0,3.33
Total,(10-14),Sofia (stolitsa),10.0,2.0,11.0,7.67
Total,(10-14),Stara Zagora,1.0,6.0,5.0,4.0
Total,(10-14),Targovishte,0.0,0.0,2.0,0.67
Total,(10-14),Varna,1.0,4.0,5.0,3.33
Total,(10-14),Veliko Tarnovo,1.0,4.0,1.0,2.0
Total,(10-14),Vidin,0.0,0.0,0.0,0.0
Total,(10-14),Vratsa,1.0,6.0,4.0,3.67
Total,(10-14),Yambol,1.0,2.0,0.0,1.0
Total,(15-19),Blagoevgrad,4.0,3.0,4.0,3.67
Total,(15-19),Burgas,7.0,12.0,9.0,9.33
Total,(15-19),Dobrich,3.0,7.0,5.0,5.0
Total,(15-19),Gabrovo,2.0,4.0,1.0,2.33
Total,(15-19),Haskovo,5.0,6.0,7.0,6.0
Total,(15-19),Kardzhali,3.0,2.0,3.0,2.67
Total,(15-19),Kyustendil,4.0,1.0,2.0,2.33
Total,(15-19),Lovech,4.0,5.0,4.0,4.33
Total,(15-19),Montana,7.0,4.0,4.0,5.0
Total,(15-19),Pazardzhik,4.0,4.0,8.0,5.33
Total,(15-19),Pernik,4.0,3.0,1.0,2.67
Total,(15-19),Pleven,7.0,5.0,3.0,5.0
Total,(15-19),Plovdiv,12.0,11.0,18.0,13.67
Total,(15-19),Razgrad,1.0,3.0,6.0,3.33
Total,(15-19),Ruse,3.0,3.0,4.0,3.33
Total,(15-19),Shumen,4.0,3.0,4.0,3.67
Total,(15-19),Silistra,1.0,3.0,6.0,3.33
Total,(15-19),Sliven,2.0,8.0,8.0,6.0
Total,(15-19),Smolyan,1.0,0.0,2.0,1.0
Total,(15-19),Sofia,10.0,4.0,5.0,6.33
Total,(15-19),Sofia (stolitsa),20.0,15.0,15.0,16.67
Total,(15-19),Stara Zagora,8.0,13.0,12.0,11.0
Total,(15-19),Targovishte,3.0,3.0,3.0,3.0
Total,(15-19),Varna,4.0,8.0,8.0,6.67
Total,(15-19),Veliko Tarnovo,6.0,2.0,5.0,4.33
Total,(15-19),Vidin,2.0,0.0,2.0,1.33
Total,(15-19),Vratsa,6.0,8.0,3.0,5.67
Total,(15-19),Yambol,3.0,5.0,3.0,3.67
Total,(20-24),Blagoevgrad,11.0,4.0,3.0,6.0
Total,(20-24),Burgas,11.0,6.0,13.0,10.0
Total,(20-24),Dobrich,10.0,5.0,2.0,5.67
Total,(20-24),Gabrovo,0.0,4.0,4.0,2.67
Total,(20-24),Haskovo,4.0,7.0,7.0,6.0
Total,(20-24),Kardzhali,4.0,3.0,3.0,3.33
Total,(20-24),Kyustendil,2.0,3.0,1.0,2.0
Total,(20-24),Lovech,7.0,2.0,5.0,4.67
Total,(20-24),Montana,3.0,2.0,3.0,2.67
Total,(20-24),Pazardzhik,10.0,5.0,10.0,8.33
Total,(20-24),Pernik,1.0,4.0,6.0,3.67
Total,(20-24),Pleven,8.0,6.0,6.0,6.67
Total,(20-24),Plovdiv,11.0,16.0,17.0,14.67
Total,(20-24),Razgrad,5.0,6.0,2.0,4.33
Total,(20-24),Ruse,3.0,7.0,7.0,5.67
Total,(20-24),Shumen,4.0,7.0,6.0,5.67
Total,(20-24),Silistra,4.0,3.0,7.0,4.67
Total,(20-24),Sliven,8.0,6.0,8.0,7.33
Total,(20-24),Smolyan,1.0,3.0,1.0,1.67
Total,(20-24),Sofia,4.0,7.0,9.0,6.67
Total,(20-24),Sofia (stolitsa),39.0,26.0,32.0,32.33
Total,(20-24),Stara Zagora,5.0,12.0,10.0,9.0
Total,(20-24),Targovishte,2.0,4.0,2.0,2.67
Total,(20-24),Varna,15.0,12.0,10.0,12.33
Total,(20-24),Veliko Tarnovo,7.0,6.0,5.0,6.0
Total,(20-24),Vidin,4.0,1.0,2.0,2.33
Total,(20-24),Vratsa,4.0,7.0,4.0,5.0
Total,(20-24),Yambol,4.0,1.0,4.0,3.0
Total,(25-29),Blagoevgrad,9.0,13.0,10.0,10.67
Total,(25-29),Burgas,22.0,15.0,20.0,19.0
Total,(25-29),Dobrich,8.0,6.0,9.0,7.67
Total,(25-29),Gabrovo,9.0,4.0,2.0,5.0
Total,(25-29),Haskovo,11.0,10.0,6.0,9.0
Total,(25-29),Kardzhali,3.0,7.0,4.0,4.67
Total,(25-29),Kyustendil,3.0,6.0,7.0,5.33
Total,(25-29),Lovech,5.0,9.0,5.0,6.33
Total,(25-29),Montana,8.0,4.0,7.0,6.33
Total,(25-29),Pazardzhik,16.0,7.0,8.0,10.33
Total,(25-29),Pernik,2.0,4.0,5.0,3.67
Total,(25-29),Pleven,5.0,5.0,15.0,8.33
Total,(25-29),Plovdiv,37.0,33.0,24.0,31.33
Total,(25-29),Razgrad,4.0,4.0,8.0,5.33
Total,(25-29),Ruse,6.0,9.0,8.0,7.67
Total,(25-29),Shumen,3.0,6.0,8.0,5.67
Total,(25-29),Silistra,5.0,7.0,4.0,5.33
Total,(25-29),Sliven,14.0,13.0,7.0,11.33
Total,(25-29),Smolyan,2.0,5.0,8.0,5.0
Total,(25-29),Sofia,14.0,14.0,8.0,12.0
Total,(25-29),Sofia (stolitsa),56.0,52.0,44.0,50.67
Total,(25-29),Stara Zagora,17.0,18.0,14.0,16.33
Total,(25-29),Targovishte,4.0,3.0,5.0,4.0
Total,(25-29),Varna,20.0,18.0,15.0,17.67
Total,(25-29),Veliko Tarnovo,10.0,13.0,9.0,10.67
Total,(25-29),Vidin,7.0,4.0,5.0,5.33
Total,(25-29),Vratsa,11.0,8.0,11.0,10.0
Total,(25-29),Yambol,5.0,7.0,3.0,5.0
Total,(30-34),Blagoevgrad,22.0,20.0,13.0,18.33
Total,(30-34),Burgas,23.0,24.0,22.0,23.0
Total,(30-34),Dobrich,15.0,11.0,15.0,13.67
Total,(30-34),Gabrovo,4.0,2.0,2.0,2.67
Total,(30-34),Haskovo,14.0,15.0,15.0,14.67
Total,(30-34),Kardzhali,12.0,11.0,11.0,11.33
Total,(30-34),Kyustendil,8.0,7.0,7.0,7.33
Total,(30-34),Lovech,9.0,11.0,10.0,10.0
Total,(30-34),Montana,10.0,7.0,12.0,9.67
