Sex,Age,Location,2017,2018,2019,avg_mortality
Total,(30-34),Pazardzhik,17.0,15.0,20.0,17.33
Total,(30-34),Pernik,9.0,4.0,10.0,7.67
Total,(30-34),Pleven,17.0,8.0,10.0,11.67
Total,(30-34),Plovdiv,42.0,43.0,34.0,39.67
Total,(30-34),Razgrad,6.0,11.0,4.0,7.0
Total,(30-34),Ruse,18.0,15.0,23.0,18.67
Total,(30-34),Shumen,13.0,16.0,11.0,13.33
Total,(30-34),Silistra,2.0,6.0,7.0,5.0
Total,(30-34),Sliven,18.0,20.0,14.0,17.33
Total,(30-34),Smolyan,6.0,9.0,3.0,6.0
Total,(30-34),Sofia,17.0,21.0,15.0,17.67
Total,(30-34),Sofia (stolitsa),79.0,105.0,90.0,91.33
Total,(30-34),Stara Zagora,17.0,27.0,20.0,21.33
Total,(30-34),Targovishte,6.0,8.0,5.0,6.33
Total,(30-34),Varna,30.0,29.0,29.0,29.33
Total,(30-34),Veliko Tarnovo,8.0,12.0,13.0,11.0
Total,(30-34),Vidin,3.0,10.0,4.0,5.67
Total,(30-34),Vratsa,16.0,13.0,13.0,14.0
Total,(30-34),Yambol,5.0,7.0,8.0,6.67
Total,(35-39),Blagoevgrad,23.0,24.0,24.0,23.67
Total,(35-39),Burgas,33.0,44.0,42.0,39.67
Total,(35-39),Dobrich,25.0,25.0,25.0,25.0
Total,(35-39),Gabrovo,9.0,9.0,6.0,8.0
Total,(35-39),Haskovo,25.0,22.0,26.0,24.33
Total,(35-39),Kardzhali,11.0,20.0,13.0,14.67
Total,(35-39),Kyustendil,17.0,15.0,21.0,17.67
Total,(35-39),Lovech,15.0,12.0,13.0,13.33
Total,(35-39),Montana,12.0,15.0,19.0,15.33
Total,(35-39),Pazardzhik,19.0,27.0,34.0,26.67
Total,(35-39),Pernik,12.0,8.0,20.0,13.33
Total,(35-39),Pleven,23.0,19.0,29.0,23.67
Total,(35-39),Plovdiv,68.0,72.0,79.0,73.0
Total,(35-39),Razgrad,12.0,13.0,14.0,13.0
Total,(35-39),Ruse,17.0,25.0,20.0,20.67
Total,(35-39),Shumen,7.0,25.0,14.0,15.33
Total,(35-39),Silistra,10.0,7.0,16.0,11.0
Total,(35-39),Sliven,27.0,37.0,26.0,30.0
Total,(35-39),Smolyan,8.0,12.0,10.0,10.0
Total,(35-39),Sofia,21.0,32.0,27.0,26.67
Total,(35-39),Sofia (stolitsa),154.0,129.0,151.0,144.67
Total,(35-39),Stara Zagora,36.0,36.0,32.0,34.67
Total,(35-39),Targovishte,19.0,15.0,10.0,14.67
Total,(35-39),Varna,52.0,47.0,56.0,51.67
Total,(35-39),Veliko Tarnovo,24.0,26.0,15.0,21.67
Total,(35-39),Vidin,7.0,16.0,6.0,9.67
Total,(35-39),Vratsa,25.0,13.0,13.0,17.0
Total,(35-39),Yambol,14.0,12.0,19.0,15.0
Total,(40-44),Blagoevgrad,54.0,52.0,42.0,49.33
Total,(40-44),Burgas,80.0,79.0,92.0,83.67
Total,(40-44),Dobrich,37.0,30.0,43.0,36.67
Total,(40-44),Gabrovo,29.0,20.0,16.0,21.67
Total,(40-44),Haskovo,38.0,48.0,44.0,43.33
Total,(40-44),Kardzhali,16.0,22.0,24.0,20.67
Total,(40-44),Kyustendil,26.0,32.0,30.0,29.33
Total,(40-44),Lovech,25.0,25.0,19.0,23.0
Total,(40-44),Montana,23.0,28.0,27.0,26.0
Total,(40-44),Pazardzhik,40.0,38.0,42.0,40.0
Total,(40-44),Pernik,41.0,19.0,23.0,27.67
Total,(40-44),Pleven,35.0,54.0,42.0,43.67
Total,(40-44),Plovdiv,127.0,108.0,119.0,118.0
Total,(40-44),Razgrad,24.0,12.0,27.0,21.0
Total,(40-44),Ruse,40.0,38.0,47.0,41.67
Total,(40-44),Shumen,30.0,29.0,23.0,27.33
Total,(40-44),Silistra,28.0,16.0,19.0,21.0
Total,(40-44),Sliven,56.0,36.0,41.0,44.33
Total,(40-44),Smolyan,16.0,14.0,17.0,15.67
Total,(40-44),Sofia,52.0,53.0,48.0,51.0
Total,(40-44),Sofia (stolitsa),256.0,282.0,248.0,262.0
Total,(40-44),Stara Zagora,69.0,49.0,56.0,58.0
Total,(40-44),Targovishte,21.0,24.0,29.0,24.67
Total,(40-44),Varna,91.0,86.0,69.0,82.0
Total,(40-44),Veliko Tarnovo,49.0,43.0,41.0,44.33
Total,(40-44),Vidin,26.0,24.0,15.0,21.67
Total,(40-44),Vratsa,42.0,35.0,34.0,37.0
Total,(40-44),Yambol,20.0,32.0,21.0,24.33
Total,(45-49),Blagoevgrad,97.0,86.0,81.0,88.0
Total,(45-49),Burgas,136.0,111.0,139.0,128.67
Total,(45-49),Dobrich,74.0,68.0,63.0,68.33
Total,(45-49),Gabrovo,38.0,26.0,37.0,33.67
Total,(45-49),Haskovo,62.0,63.0,73.0,66.0
Total,(45-49),Kardzhali,36.0,43.0,32.0,37.0
Total,(45-49),Kyustendil,41.0,46.0,46.0,44.33
Total,(45-49),Lovech,55.0,31.0,52.0,46.0
Total,(45-49),Montana,44.0,55.0,65.0,54.67
Total,(45-49),Pazardzhik,84.0,74.0,82.0,80.0
Total,(45-49),Pernik,48.0,46.0,56.0,50.0
Total,(45-49),Pleven,73.0,91.0,67.0,77.0
Total,(45-49),Plovdiv,171.0,196.0,194.0,187.0
Total,(45-49),Razgrad,49.0,45.0,43.0,45.67
Total,(45-49),Ruse,74.0,59.0,70.0,67.67
Total,(45-49),Shumen,50.0,62.0,64.0,58.67
Total,(45-49),Silistra,49.0,39.0,20.0,36.0
Total,(45-49),Sliven,72.0,60.0,70.0,67.33
Total,(45-49),Smolyan,25.0,30.0,44.0,33.0
Total,(45-49),Sofia,91.0,94.0,78.0,87.67
Total,(45-49),Sofia (stolitsa),386.0,360.0,382.0,376.0
Total,(45-49),Stara Zagora,82.0,102.0,113.0,99.0
Total,(45-49),Targovishte,33.0,36.0,38.0,35.67
Total,(45-49),Varna,124.0,124.0,124.0,124.0
Total,(45-49),Veliko Tarnovo,65.0,77.0,74.0,72.0
Total,(45-49),Vidin,34.0,35.0,38.0,35.67
Total,(45-49),Vratsa,74.0,84.0,59.0,72.33
Total,(45-49),Yambol,46.0,50.0,46.0,47.33
Total,(5-9),Blagoevgrad,1.0,4.0,1.0,2.0
Total,(5-9),Burgas,6.0,6.0,5.0,5.67
Total,(5-9),Dobrich,0.0,2.0,3.0,1.67
Total,(5-9),Gabrovo,0.0,1.0,0.0,0.33
Total,(5-9),Haskovo,2.0,0.0,2.0,1.33
Total,(5-9),Kardzhali,2.0,2.0,2.0,2.0
Total,(5-9),Kyustendil,0.0,0.0,0.0,0.0
Total,(5-9),Lovech,0.0,2.0,0.0,0.67
Total,(5-9),Montana,1.0,1.0,0.0,0.67
Total,(5-9),Pazardzhik,2.0,4.0,1.0,2.33
Total,(5-9),Pernik,0.0,2.0,1.0,1.0
Total,(5-9),Pleven,1.0,2.0,4.0,2.33
Total,(5-9),Plovdiv,4.0,7.0,2.0,4.33
Total,(5-9),Razgrad,0.0,2.0,1.0,1.0
Total,(5-9),Ruse,0.0,1.0,2.0,1.0
Total,(5-9),Shumen,2.0,2.0,1.0,1.67
Total,(5-9),Silistra,0.0,1.0,0.0,0.33
Total,(5-9),Sliven,2.0,1.0,5.0,2.67
Total,(5-9),Smolyan,0.0,0.0,1.0,0.33
Total,(5-9),Sofia,0.0,2.0,0.0,0.67
Total,(5-9),Sofia (stolitsa),11.0,9.0,6.0,8.67
Total,(5-9),Stara Zagora,2.0,3.0,2.0,2.33
Total,(5-9),Targovishte,3.0,3.0,2.0,2.67
Total,(5-9),Varna,4.0,4.0,4.0,4.0
Total,(5-9),Veliko Tarnovo,1.0,0.0,3.0,1.33
Total,(5-9),Vidin,1.0,0.0,1.0,0.67
Total,(5-9),Vratsa,1.0,0.0,0.0,0.33
Total,(5-9),Yambol,0.0,0.0,1.0,0.33
Total,(50-54),Blagoevgrad,157.0,153.0,142.0,150.67
Total,(50-54),Burgas,199.0,171.0,182.0,184.0
Total,(50-54),Dobrich,107.0,106.0,97.0,103.33
Total,(50-54),Gabrovo,54.0,49.0,50.0,51.0
Total,(50-54),Haskovo,125.0,112.0,117.0,118.0
Total,(50-54),Kardzhali,58.0,75.0,63.0,65.33
Total,(50-54),Kyustendil,74.0,67.0,66.0,69.0
Total,(50-54),Lovech,67.0,64.0,60.0,63.67
Total,(50-54),Montana,80.0,70.0,71.0,73.67
Total,(50-54),Pazardzhik,128.0,118.0,122.0,122.67
Total,(50-54),Pernik,69.0,68.0,70.0,69.0
Total,(50-54),Pleven,91.0,120.0,106.0,105.67
Total,(50-54),Plovdiv,299.0,305.0,329.0,311.0
Total,(50-54),Razgrad,81.0,60.0,50.0,63.67
Total,(50-54),Ruse,118.0,116.0,96.0,110.0
Total,(50-54),Shumen,91.0,110.0,81.0,94.0
Total,(50-54),Silistra,68.0,64.0,55.0,62.33
Total,(50-54),Sliven,99.0,95.0,90.0,94.67
Total,(50-54),Smolyan,55.0,48.0,62.0,55.0
Total,(50-54),Sofia,138.0,134.0,124.0,132.0
Total,(50-54),Sofia (stolitsa),485.0,446.0,429.0,453.33
Total,(50-54),Stara Zagora,180.0,159.0,134.0,157.67
Total,(50-54),Targovishte,55.0,72.0,63.0,63.33
Total,(50-54),Varna,183.0,182.0,204.0,189.67
Total,(50-54),Veliko Tarnovo,117.0,105.0,115.0,112.33
Total,(50-54),Vidin,50.0,47.0,53.0,50.0
Total,(50-54),Vratsa,100.0,96.0,90.0,95.33
Total,(50-54),Yambol,57.0,61.0,47.0,55.0
Total,(55-59),Blagoevgrad,237.0,217.0,222.0,225.33
Total,(55-59),Burgas,294.0,315.0,280.0,296.33
Total,(55-59),Dobrich,170.0,163.0,165.0,166.0
Total,(55-59),Gabrovo,83.0,72.0,92.0,82.33
Total,(55-59),Haskovo,166.0,191.0,194.0,183.67
Total,(55-59),Kardzhali,92.0,89.0,93.0,91.33
Total,(55-59),Kyustendil,119.0,130.0,121.0,123.33
Total,(55-59),Lovech,119.0,113.0,92.0,108.0
Total,(55-59),Montana,116.0,145.0,124.0,128.33
Total,(55-59),Pazardzhik,239.0,216.0,217.0,224.0
Total,(55-59),Pernik,123.0,136.0,118.0,125.67
Total,(55-59),Pleven,209.0,187.0,184.0,193.33
Total,(55-59),Plovdiv,465.0,508.0,450.0,474.33
Total,(55-59),Razgrad,115.0,91.0,88.0,98.0
Total,(55-59),Ruse,179.0,198.0,158.0,178.33
Total,(55-59),Shumen,141.0,149.0,160.0,150.0
Total,(55-59),Silistra,107.0,93.0,99.0,99.67
Total,(55-59),Sliven,159.0,167.0,158.0,161.33
Total,(55-59),Smolyan,106.0,92.0,86.0,94.67
Total,(55-59),Sofia,232.0,215.0,193.0,213.33
Total,(55-59),Sofia (stolitsa),763.0,759.0,698.0,740.0
Total,(55-59),Stara Zagora,245.0,234.0,247.0,242.0
Total,(55-59),Targovishte,80.0,99.0,101.0,93.33
Total,(55-59),Varna,315.0,334.0,289.0,312.67
Total,(55-59),Veliko Tarnovo,210.0,191.0,179.0,193.33
Total,(55-59),Vidin,65.0,85.0,75.0,75.0
Total,(55-59),Vratsa,173.0,157.0,159.0,163.0
Total,(55-59),Yambol,87.0,110.0,104.0,100.33
Total,(60-64),Blagoevgrad,291.0,307.0,312.0,303.33
Total,(60-64),Burgas,426.0,455.0,445.0,442.0
Total,(60-64),Dobrich,252.0,227.0,231.0,236.67
Total,(60-64),Gabrovo,145.0,142.0,130.0,139.0
Total,(60-64),Haskovo,284.0,271.0,273.0,276.0
Total,(60-64),Kardzhali,148.0,133.0,162.0,147.67
Total,(60-64),Kyustendil,197.0,180.0,195.0,190.67
Total,(60-64),Lovech,172.0,176.0,172.0,173.33
Total,(60-64),Montana,184.0,162.0,182.0,176.0
Total,(60-64),Pazardzhik,320.0,324.0,343.0,329.0
Total,(60-64),Pernik,180.0,181.0,182.0,181.0
Total,(60-64),Pleven,302.0,288.0,306.0,298.67
Total,(60-64),Plovdiv,705.0,713.0,650.0,689.33
Total,(60-64),Razgrad,192.0,146.0,137.0,158.33
Total,(60-64),Ruse,266.0,272.0,278.0,272.0
Total,(60-64),Shumen,216.0,218.0,222.0,218.67
Total,(60-64),Silistra,146.0,154.0,144.0,148.0
Total,(60-64),Sliven,269.0,230.0,227.0,242.0
Total,(60-64),Smolyan,141.0,137.0,138.0,138.67
Total,(60-64),Sofia,301.0,312.0,308.0,307.0
Total,(60-64),Sofia (stolitsa),1121.0,1137.0,1129.0,1129.0
Total,(60-64),Stara Zagora,344.0,403.0,365.0,370.67
Total,(60-64),Targovishte,139.0,115.0,152.0,135.33
Total,(60-64),Varna,463.0,472.0,454.0,463.0
Total,(60-64),Veliko Tarnovo,323.0,315.0,273.0,303.67
Total,(60-64),Vidin,129.0,123.0,125.0,125.67
Total,(60-64),Vratsa,209.0,227.0,223.0,219.67
Total,(60-64),Yambol,176.0,162.0,138.0,158.67
Total,(65-69),Blagoevgrad,404.0,447.0,385.0,412.0
Total,(65-69),Burgas,631.0,605.0,603.0,613.0
Total,(65-69),Dobrich,346.0,353.0,349.0,349.33
Total,(65-69),Gabrovo,245.0,212.0,216.0,224.33
Total,(65-69),Haskovo,427.0,366.0,402.0,398.33
Total,(65-69),Kardzhali,179.0,183.0,193.0,185.0
Total,(65-69),Kyustendil,273.0,251.0,244.0,256.0
Total,(65-69),Lovech,245.0,258.0,239.0,247.33
Total,(65-69),Montana,293.0,286.0,277.0,285.33
Total,(65-69),Pazardzhik,399.0,394.0,410.0,401.0
Total,(65-69),Pernik,250.0,213.0,250.0,237.67
Total,(65-69),Pleven,510.0,484.0,422.0,472.0
Total,(65-69),Plovdiv,1008.0,888.0,937.0,944.33
Total,(65-69),Razgrad,213.0,208.0,251.0,224.0
Total,(65-69),Ruse,368.0,433.0,391.0,397.33
Total,(65-69),Shumen,330.0,278.0,314.0,307.33
Total,(65-69),Silistra,221.0,200.0,207.0,209.33
Total,(65-69),Sliven,299.0,332.0,277.0,302.67
Total,(65-69),Smolyan,188.0,191.0,165.0,181.33
Total,(65-69),Sofia,455.0,433.0,417.0,435.0
Total,(65-69),Sofia (stolitsa),1576.0,1603.0,1620.0,1599.67
Total,(65-69),Stara Zagora,541.0,527.0,533.0,533.67
Total,(65-69),Targovishte,215.0,162.0,187.0,188.0
Total,(65-69),Varna,608.0,657.0,653.0,639.33
Total,(65-69),Veliko Tarnovo,423.0,426.0,432.0,427.0
Total,(65-69),Vidin,196.0,168.0,179.0,181.0
Total,(65-69),Vratsa,366.0,322.0,324.0,337.33
Total,(65-69),Yambol,234.0,217.0,235.0,228.67
Total,(70-74),Blagoevgrad,490.0,469.0,477.0,478.67
Total,(70-74),Burgas,715.0,681.0,710.0,702.0
Total,(70-74),Dobrich,385.0,389.0,407.0,393.67
Total,(70-74),Gabrovo,273.0,325.0,293.0,297.0
Total,(70-74),Haskovo,449.0,390.0,396.0,411.67
Total,(70-74),Kardzhali,244.0,214.0,224.0,227.33
Total,(70-74),Kyustendil,303.0,268.0,286.0,285.67
Total,(70-74),Lovech,345.0,329.0,340.0,338.0
Total,(70-74),Montana,341.0,337.0,381.0,353.0
Total,(70-74),Pazardzhik,463.0,497.0,534.0,498.0
Total,(70-74),Pernik,271.0,271.0,298.0,280.0
Total,(70-74),Pleven,557.0,589.0,587.0,577.67
Total,(70-74),Plovdiv,1080.0,1145.0,1175.0,1133.33
Total,(70-74),Razgrad,261.0,268.0,265.0,264.67
Total,(70-74),Ruse,470.0,504.0,487.0,487.0
Total,(70-74),Shumen,350.0,385.0,408.0,381.0
Total,(70-74),Silistra,296.0,292.0,285.0,291.0
Total,(70-74),Sliven,285.0,356.0,380.0,340.33
Total,(70-74),Smolyan,214.0,185.0,215.0,204.67
Total,(70-74),Sofia,513.0,560.0,578.0,550.33
Total,(70-74),Sofia (stolitsa),1752.0,1857.0,1883.0,1830.67
Total,(70-74),Stara Zagora,628.0,602.0,618.0,616.0
Total,(70-74),Targovishte,238.0,258.0,248.0,248.0
Total,(70-74),Varna,735.0,801.0,755.0,763.67
Total,(70-74),Veliko Tarnovo,554.0,540.0,604.0,566.0
Total,(70-74),Vidin,270.0,252.0,269.0,263.67
Total,(70-74),Vratsa,420.0,458.0,425.0,434.33
Total,(70-74),Yambol,241.0,249.0,252.0,247.33
Total,(75-79),Blagoevgrad,599.0,631.0,588.0,606.0
Total,(75-79),Burgas,744.0,751.0,799.0,764.67
Total,(75-79),Dobrich,422.0,410.0,454.0,428.67
Total,(75-79),Gabrovo,319.0,316.0,311.0,315.33
Total,(75-79),Haskovo,511.0,501.0,482.0,498.0
Total,(75-79),Kardzhali,325.0,299.0,280.0,301.33
Total,(75-79),Kyustendil,346.0,349.0,341.0,345.33
Total,(75-79),Lovech,388.0,322.0,387.0,365.67
Total,(75-79),Montana,406.0,398.0,394.0,399.33
Total,(75-79),Pazardzhik,601.0,530.0,582.0,571.0
Total,(75-79),Pernik,357.0,343.0,337.0,345.67
Total,(75-79),Pleven,669.0,626.0,698.0,664.33
Total,(75-79),Plovdiv,1373.0,1394.0,1276.0,1347.67
Total,(75-79),Razgrad,308.0,304.0,316.0,309.33
Total,(75-79),Ruse,507.0,529.0,545.0,527.0
Total,(75-79),Shumen,396.0,411.0,355.0,387.33
Total,(75-79),Silistra,281.0,360.0,355.0,332.0
Total,(75-79),Sliven,378.0,404.0,369.0,383.67
Total,(75-79),Smolyan,268.0,253.0,229.0,250.0
Total,(75-79),Sofia,551.0,565.0,552.0,556.0
Total,(75-79),Sofia (stolitsa),1851.0,1878.0,1946.0,1891.67
Total,(75-79),Stara Zagora,767.0,705.0,683.0,718.33
Total,(75-79),Targovishte,290.0,288.0,283.0,287.0
Total,(75-79),Varna,849.0,819.0,783.0,817.0
Total,(75-79),Veliko Tarnovo,580.0,629.0,572.0,593.67
Total,(75-79),Vidin,270.0,298.0,279.0,282.33
Total,(75-79),Vratsa,443.0,414.0,478.0,445.0
Total,(75-79),Yambol,289.0,293.0,291.0,291.0
Total,(80-84),Blagoevgrad,733.0,732.0,692.0,719.0
Total,(80-84),Burgas,986.0,943.0,876.0,935.0
Total,(80-84),Dobrich,508.0,460.0,439.0,469.0
Total,(80-84),Gabrovo,469.0,379.0,391.0,413.0
Total,(80-84),Haskovo,759.0,712.0,660.0,710.33
Total,(80-84),Kardzhali,363.0,370.0,395.0,376.0
Total,(80-84),Kyustendil,462.0,426.0,398.0,428.67
Total,(80-84),Lovech,526.0,478.0,493.0,499.0
Total,(80-84),Montana,574.0,557.0,478.0,536.33
Total,(80-84),Pazardzhik,801.0,683.0,670.0,718.0
Total,(80-84),Pernik,418.0,429.0,415.0,420.67
Total,(80-84),Pleven,898.0,826.0,834.0,852.67
Total,(80-84),Plovdiv,1809.0,1758.0,1679.0,1748.67
Total,(80-84),Razgrad,327.0,319.0,299.0,315.0
Total,(80-84),Ruse,668.0,698.0,657.0,674.33
Total,(80-84),Shumen,470.0,457.0,441.0,456.0
Total,(80-84),Silistra,356.0,329.0,328.0,337.67
Total,(80-84),Sliven,542.0,493.0,459.0,498.0
Total,(80-84),Smolyan,306.0,290.0,278.0,291.33
Total,(80-84),Sofia,801.0,723.0,701.0,741.67
Total,(80-84),Sofia (stolitsa),2383.0,2438.0,2341.0,2387.33
Total,(80-84),Stara Zagora,1021.0,1009.0,935.0,988.33
Total,(80-84),Targovishte,327.0,311.0,332.0,323.33
Total,(80-84),Varna,1086.0,1034.0,977.0,1032.33
Total,(80-84),Veliko Tarnovo,864.0,707.0,645.0,738.67
Total,(80-84),Vidin,404.0,373.0,334.0,370.33
Total,(80-84),Vratsa,627.0,555.0,547.0,576.33
Total,(80-84),Yambol,460.0,435.0,400.0,431.67
Total,(85-89),Blagoevgrad,595.0,545.0,663.0,601.0
Total,(85-89),Burgas,826.0,761.0,864.0,817.0
Total,(85-89),Dobrich,369.0,408.0,378.0,385.0
Total,(85-89),Gabrovo,385.0,374.0,345.0,368.0
Total,(85-89),Haskovo,671.0,649.0,693.0,671.0
Total,(85-89),Kardzhali,276.0,289.0,287.0,284.0
Total,(85-89),Kyustendil,379.0,397.0,420.0,398.67
Total,(85-89),Lovech,422.0,362.0,441.0,408.33
Total,(85-89),Montana,426.0,465.0,447.0,446.0
Total,(85-89),Pazardzhik,608.0,551.0,561.0,573.33
Total,(85-89),Pernik,431.0,395.0,404.0,410.0
Total,(85-89),Pleven,740.0,729.0,784.0,751.0
Total,(85-89),Plovdiv,1607.0,1526.0,1698.0,1610.33
Total,(85-89),Razgrad,230.0,262.0,226.0,239.33
Total,(85-89),Ruse,583.0,590.0,563.0,578.67
Total,(85-89),Shumen,368.0,361.0,369.0,366.0
Total,(85-89),Silistra,208.0,264.0,246.0,239.33
Total,(85-89),Sliven,391.0,403.0,417.0,403.67
Total,(85-89),Smolyan,258.0,248.0,247.0,251.0
Total,(85-89),Sofia,673.0,667.0,681.0,673.67
Total,(85-89),Sofia (stolitsa),2491.0,2500.0,2528.0,2506.33
Total,(85-89),Stara Zagora,872.0,846.0,863.0,860.33
Total,(85-89),Targovishte,259.0,255.0,278.0,264.0
Total,(85-89),Varna,923.0,952.0,981.0,952.0
Total,(85-89),Veliko Tarnovo,633.0,675.0,697.0,668.33
Total,(85-89),Vidin,311.0,337.0,314.0,320.67
Total,(85-89),Vratsa,499.0,533.0,514.0,515.33
Total,(85-89),Yambol,338.0,356.0,363.0,352.33
Total,(90+),Blagoevgrad,344.0,321.0,367.0,344.0
Total,(90+),Burgas,497.0,472.0,541.0,503.33
Total,(90+),Dobrich,196.0,220.0,201.0,205.67
Total,(90+),Gabrovo,246.0,233.0,211.0,230.0
Total,(90+),Haskovo,373.0,379.0,373.0,375.0
Total,(90+),Kardzhali,170.0,170.0,152.0,164.0
Total,(90+),Kyustendil,262.0,245.0,234.0,247.0
Total,(90+),Lovech,271.0,262.0,242.0,258.33
Total,(90+),Montana,257.0,292.0,303.0,284.0
Total,(90+),Pazardzhik,336.0,328.0,333.0,332.33
Total,(90+),Pernik,210.0,238.0,231.0,226.33
Total,(90+),Pleven,439.0,492.0,485.0,472.0
Total,(90+),Plovdiv,954.0,1028.0,1030.0,1004.0
Total,(90+),Razgrad,109.0,146.0,133.0,129.33
Total,(90+),Ruse,325.0,313.0,335.0,324.33
Total,(90+),Shumen,228.0,228.0,200.0,218.67
Total,(90+),Silistra,103.0,125.0,117.0,115.0
Total,(90+),Sliven,217.0,219.0,223.0,219.67
Total,(90+),Smolyan,164.0,143.0,150.0,152.33
Total,(90+),Sofia,376.0,378.0,394.0,382.67
Total,(90+),Sofia (stolitsa),1828.0,1838.0,2012.0,1892.67
Total,(90+),Stara Zagora,438.0,459.0,503.0,466.67
Total,(90+),Targovishte,134.0,153.0,128.0,138.33
Total,(90+),Varna,535.0,573.0,533.0,547.0
Total,(90+),Veliko Tarnovo,369.0,354.0,378.0,367.0
Total,(90+),Vidin,208.0,210.0,206.0,208.0
Total,(90+),Vratsa,317.0,281.0,269.0,289.0
Total,(90+),Yambol,165.0,212.0,173.0,183.33
